ZION,_chr,[[-0.2970297   3.26708075  6.09375     1.          2.        ]]
,,
STI,_clr,"[[ -2.26223776e+00   1.30612245e+00  -4.78378378e+00  -1.00000000e+00
    5.10702591e-15]]"
,,
STI,_chr,"[[ -3.10862447e-15   4.91304348e+00   1.00000000e+00   2.23446328e+00
   -1.28000000e+00]]"
,,
STJ,_clr,[[ -2.38039216   0.16134752  24.          -1.          -6.86363636]]
,,
STJ,_chr,[[ -0.13772455   2.22661871  28.           1.           4.8       ]]
,,
STT,_clr,"[[ -2.28517110e+00   1.17924528e+00  -4.77395901e-15  -1.00000000e+00
   -4.89285714e+00]]"
,,
STT,_chr,[[-0.16530612  2.22295082  5.          1.         -2.45833333]]
,,
ABT,_clr,[[ -1.         -52.           0.09        -2.23255814  -6.54545455]]
,,
ABT,_chr,[[  1.         -50.          -0.05740741   2.35981308  -3.        ]]
,,
XOM,_clr,"[[ -7.43849426e-15  -1.00000000e+00  -2.19318182e+00  -4.52173913e+00
    1.12244898e+00]]"
,,
XOM,_chr,"[[  3.33066907e-16   1.00000000e+00   3.42105263e+00   2.00000000e+00
   -1.15492958e+00]]"
,,
STX,_clr,[[ -2.59440559  -0.36170213  -6.17582418  11.75       -15.66666667]]
,,
STX,_chr,[[  1.40331492   3.60147601  22.75         7.39473684  -0.41887906]]
,,
STZ,_clr,[[ -1.         -21.5          0.16112084  21.5         -2.50763359]]
,,
STZ,_chr,[[  2.41693811  -0.08401639  32.5          1.           6.57142857]]
,,
UDR,_clr,[[ -2.          -1.           0.07407407  -3.33684211 -11.        ]]
,,
