alpha,cash,dix,gamma,i_value,index,p_value,simrun,time,
,,,,,,,,,
0.1,199,13712,0.1,1003910333,SP500_50,1003910134,1,1464159600,
,,,,,,,,,
0.1,296,13713,0.1,1009741946,SP500_50,1009741649,1,1464246000,
,,,,,,,,,
0.1,393,13714,0.1,1015992643,SP500_50,1015995370,1,1464332400,
,,,,,,,,,
0.1,4402452,13715,0.1,1021035602,SP500_50,1016670204,1,1464678000,
,,,,,,,,,
0.1,4402531,13716,0.1,1010669864,SP500_50,1006450179,1,1464764400,
,,,,,,,,,
0.1,4402616,13717,0.1,1015741578,SP500_50,1011355542,1,1464850800,
,,,,,,,,,
0.1,8404,13718,0.1,1021668863,SP500_50,1021569802,1,1464937200,
,,,,,,,,,
0.1,30362064,13719,0.1,1021273527,SP500_50,991003479,1,1465196400,
,,,,,,,,,
0.1,30362018,13720,0.1,1036521745,SP500_50,1006155455,1,1465282800,
,,,,,,,,,
0.1,34726285,13721,0.1,1035162355,SP500_50,1000717644,1,1465369200,
,,,,,,,,,
0.1,68883372,13722,0.1,1041438408,SP500_50,972717829,1,1465455600,
,,,,,,,,,
0.1,68883346,13723,0.1,1050085252,SP500_50,982059420,1,1465542000,
,,,,,,,,,
0.1,68883361,13724,0.1,1046369896,SP500_50,979362911,1,1465801200,
,,,,,,,,,
0.1,68883310,13725,0.1,1051959455,SP500_50,985468014,1,1465887600,
,,,,,,,,,
0.1,68883466,13726,0.1,1050150211,SP500_50,982997055,1,1465974000,
,,,,,,,,,
0.1,30199574,13727,0.1,1058579726,SP500_50,1029637630,1,1466060400,
,,,,,,,,,
0.1,69196537,13728,0.1,1064808789,SP500_50,996854272,1,1466146800,
,,,,,,,,,
0.1,31325592,13729,0.1,1065790689,SP500_50,1035208976,1,1466406000,
,,,,,,,,,
0.1,31325592,13730,0.1,1073267838,SP500_50,1042091728,1,1466492400,
,,,,,,,,,
0.1,31325611,13731,0.1,1075145742,SP500_50,1044440136,1,1466578800,
,,,,,,,,,
0.1,31325634,13732,0.1,1089383783,SP500_50,1058125994,1,1466665200,
,,,,,,,,,
0.1,31325788,13733,0.1,1079064330,SP500_50,1048871065,1,1466751600,
,,,,,,,,,
0.1,31325740,13734,0.1,1085109181,SP500_50,1057007558,1,1467010800,
,,,,,,,,,
0.1,29113877,13735,0.1,1088559790,SP500_50,1060978801,1,1467097200,
,,,,,,,,,
0.1,17197782,13736,0.1,1099368381,SP500_50,1082878508,1,1467183600,
,,,,,,,,,
0.1,29371958,13737,0.1,1116241341,SP500_50,1087223655,1,1467270000,
,,,,,,,,,
0.1,29371958,13738,0.1,1123711211,SP500_50,1094339401,1,1467356400,
,,,,,,,,,
0.1,29371958,13739,0.1,1123262929,SP500_50,1094286468,1,1467702000,
,,,,,,,,,
0.1,119991,13740,0.1,1124788981,SP500_50,1124735617,1,1467788400,
,,,,,,,,,
0.1,30148181,13741,0.1,1106884386,SP500_50,1077291608,1,1467874800,
,,,,,,,,,
0.1,30148181,13742,0.1,1117579158,SP500_50,1087060484,1,1467961200,
,,,,,,,,,
0.1,30148181,13743,0.1,1116676548,SP500_50,1086155965,1,1468220400,
,,,,,,,,,
0.1,30148181,13744,0.1,1113231010,SP500_50,1081994703,1,1468306800,
,,,,,,,,,
0.1,30148181,13745,0.1,1121626031,SP500_50,1090437194,1,1468393200,
,,,,,,,,,
0.1,30148223,13746,0.1,1123389882,SP500_50,1091642770,1,1468479600,
,,,,,,,,,
0.1,30148223,13747,0.1,1125202153,SP500_50,1093319945,1,1468566000,
,,,,,,,,,
0.1,30148194,13748,0.1,1125120030,SP500_50,1093618242,1,1468825200,
,,,,,,,,,
0.1,19165,13749,0.1,1121046499,SP500_50,1120447119,1,1468911600,
,,,,,,,,,
0.1,30176593,13750,0.1,1120134386,SP500_50,1089445428,1,1468998000,
,,,,,,,,,
0.1,30176598,13751,0.1,1115225536,SP500_50,1084143872,1,1469084400,
,,,,,,,,,
0.1,1,13752,0.1,1130017542,SP500_50,1128886762,1,1469170800,
,,,,,,,,,
0.1,30076316,13753,0.1,1125195920,SP500_50,1093828163,1,1469430000,
,,,,,,,,,
0.1,106552,13754,0.1,1108456459,SP500_50,1107035586,1,1469516400,
,,,,,,,,,
0.1,1,13755,0.1,1115563494,SP500_50,1114044459,1,1469602800,
,,,,,,,,,
0.1,2,13756,0.1,1108170071,SP500_50,1106445793,1,1469689200,
,,,,,,,,,
0.1,18235320,13757,0.1,1122857299,SP500_50,1102627294,1,1469775600,
,,,,,,,,,
0.1,21054773,13758,0.1,1112078521,SP500_50,1089804859,1,1470034800,
,,,,,,,,,
0.1,20043336,13759,0.1,1106002212,SP500_50,1085202707,1,1470121200,
,,,,,,,,,
0.1,149440,13760,0.1,1105078069,SP500_50,1103799867,1,1470207600,
,,,,,,,,,
0.1,16896740,13761,0.1,1104288894,SP500_50,1086145680,1,1470294000,
,,,,,,,,,
0.1,0,13762,0.1,1102534037,SP500_50,1101705775,1,1470380400,
,,,,,,,,,
0.1,31610737,13763,0.1,1100471181,SP500_50,1067531767,1,1470639600,
,,,,,,,,,
0.1,28133355,13764,0.1,1102951035,SP500_50,1073687340,1,1470726000,
,,,,,,,,,
0.1,4769478,13765,0.1,1105909720,SP500_50,1099754326,1,1470812400,
,,,,,,,,,
0.1,2179988,13766,0.1,1108698886,SP500_50,1105320161,1,1470898800,
,,,,,,,,,
0.1,22,13767,0.1,1104602838,SP500_50,1103803289,1,1470985200,
,,,,,,,,,
0.1,4427,13768,0.1,1101037210,SP500_50,1099867254,1,1471244400,
,,,,,,,,,
0.1,13897,13769,0.1,1078603870,SP500_50,1077342429,1,1471330800,
,,,,,,,,,
0.1,4263700,13770,0.1,1080193386,SP500_50,1075325704,1,1471417200,
,,,,,,,,,
0.1,4263700,13771,0.1,1071656940,SP500_50,1066344972,1,1471503600,
,,,,,,,,,
0.1,4263700,13772,0.1,1062526820,SP500_50,1056992032,1,1471590000,
,,,,,,,,,
0.1,4263700,13773,0.1,1062247441,SP500_50,1056686718,1,1471849200,
,,,,,,,,,
0.1,4263700,13774,0.1,1062761157,SP500_50,1056827009,1,1471935600,
,,,,,,,,,
0.1,22,13775,0.1,1062444101,SP500_50,1060402687,1,1472022000,
,,,,,,,,,
0.1,71,13776,0.1,1066755573,SP500_50,1065161942,1,1472108400,
,,,,,,,,,
0.1,4241453,13777,0.1,1055308065,SP500_50,1049055001,1,1472194800,
,,,,,,,,,
0.1,1893877,13778,0.1,1063482665,SP500_50,1059508789,1,1472454000,
,,,,,,,,,
0.1,15005,13779,0.1,1060103907,SP500_50,1058154228,1,1472540400,
,,,,,,,,,
0.1,38998786,13780,0.1,1059823701,SP500_50,1019066673,1,1472626800,
,,,,,,,,,
0.1,1882253,13781,0.1,1062651234,SP500_50,1059340280,1,1472713200,
,,,,,,,,,
0.1,1882253,13782,0.1,1065874655,SP500_50,1062422513,1,1472799600,
,,,,,,,,,
0.1,455669344,13783,0.1,1075502925,SP500_50,616571761,1,1473145200,
,,,,,,,,,
0.1,455669290,13784,0.1,1078112032,SP500_50,617046664,1,1473231600,
,,,,,,,,,
0.1,1702821,13785,0.1,1076120734,SP500_50,1073856769,1,1473318000,
,,,,,,,,,
0.1,1702874,13786,0.1,1039333692,SP500_50,1036668798,1,1473404400,
,,,,,,,,,
0.1,1702874,13787,0.1,1060127716,SP500_50,1058133690,1,1473663600,
,,,,,,,,,
0.1,1702874,13788,0.1,1039213590,SP500_50,1037108532,1,1473750000,
,,,,,,,,,
0.1,1702847,13789,0.1,1038032404,SP500_50,1035958159,1,1473836400,
,,,,,,,,,
0.1,1702874,13790,0.1,1049284965,SP500_50,1048475876,1,1473922800,
,,,,,,,,,
0.1,1702847,13791,0.1,1044786862,SP500_50,1044111172,1,1474009200,
,,,,,,,,,
0.1,29594,13792,0.1,1037800266,SP500_50,1038801610,1,1474268400,
,,,,,,,,,
0.1,1701794,13793,0.1,1035721429,SP500_50,1034937159,1,1474354800,
,,,,,,,,,
0.1,1701742,13794,0.1,1048939724,SP500_50,1048585023,1,1474441200,
,,,,,,,,,
0.1,1701690,13795,0.1,1060693050,SP500_50,1058443114,1,1474527600,
,,,,,,,,,
0.1,1701742,13796,0.1,1064555197,SP500_50,1062700616,1,1474614000,
,,,,,,,,,
0.1,1701690,13797,0.1,1058785130,SP500_50,1056617430,1,1474873200,
,,,,,,,,,
0.1,79285,13798,0.1,1065821356,SP500_50,1065442347,1,1474959600,
,,,,,,,,,
0.1,79285,13799,0.1,1048723706,SP500_50,1047939317,1,1475046000,
,,,,,,,,,
0.1,79285,13800,0.1,1046461469,SP500_50,1045170761,1,1475132400,
,,,,,,,,,
0.1,79285,13801,0.1,1043330895,SP500_50,1042328438,1,1475218800,
,,,,,,,,,
0.1,442705291,13802,0.1,1044293040,SP500_50,598151283,1,1475478000,
,,,,,,,,,
0.1,7345788,13803,0.1,1026994199,SP500_50,1029700236,1,1475564400,
,,,,,,,,,
0.1,7345784,13804,0.1,1015066444,SP500_50,1017728568,1,1475650800,
,,,,,,,,,
0.1,7345788,13805,0.1,1014214716,SP500_50,1017104124,1,1475737200,
,,,,,,,,,
0.1,7345788,13806,0.1,1010193644,SP500_50,1011132600,1,1475823600,
,,,,,,,,,
0.1,70889014,13807,0.1,1014338009,SP500_50,951590858,1,1476082800,
,,,,,,,,,
0.1,30444777,13808,0.1,1012185603,SP500_50,990755360,1,1476169200,
,,,,,,,,,
0.1,30444777,13809,0.1,1017915481,SP500_50,997132572,1,1476255600,
,,,,,,,,,
0.1,30444777,13810,0.1,1017913414,SP500_50,997451659,1,1476342000,
,,,,,,,,,
0.1,30444777,13811,0.1,1016586037,SP500_50,996321353,1,1476428400,
,,,,,,,,,
0.1,30444824,13812,0.1,1018363432,SP500_50,998228662,1,1476687600,
,,,,,,,,,
0.1,17,13813,0.1,1020272813,SP500_50,1029259068,1,1476774000,
,,,,,,,,,
0.1,16876351,13814,0.1,1022336832,SP500_50,1014598646,1,1476860400,
,,,,,,,,,
0.1,16876351,13815,0.1,1002040984,SP500_50,993747076,1,1476946800,
,,,,,,,,,
0.1,16876388,13816,0.1,979135093,SP500_50,969630597,1,1477033200,
,,,,,,,,,
0.1,16876388,13817,0.1,971569363,SP500_50,961569867,1,1477292400,
,,,,,,,,,
0.1,16876388,13818,0.1,966168985,SP500_50,955724911,1,1477378800,
,,,,,,,,,
0.1,16876388,13819,0.1,960603843,SP500_50,950286854,1,1477465200,
,,,,,,,,,
0.1,16876388,13820,0.1,977019241,SP500_50,964021396,1,1477551600,
,,,,,,,,,
0.1,16876388,13821,0.1,974548694,SP500_50,962886784,1,1477638000,
,,,,,,,,,
0.1,16876388,13822,0.1,974266357,SP500_50,967491242,1,1477897200,
,,,,,,,,,
0.1,537235,13823,0.1,963885387,SP500_50,975682355,1,1477983600,
,,,,,,,,,
0.1,16622648,13824,0.1,951680551,SP500_50,948798143,1,1478070000,
,,,,,,,,,
0.1,17775427,13712,0.1,1008234119,SP500_50,985973870,2,1464159600,
,,,,,,,,,
0.1,17775427,13713,0.1,1013947881,SP500_50,992088193,2,1464246000,
,,,,,,,,,
0.1,490861554,13714,0.1,1020224615,SP500_50,526035691,2,1464332400,
,,,,,,,,,
0.1,426144630,13715,0.1,1025288579,SP500_50,593358171,2,1464678000,
,,,,,,,,,
0.1,313914,13716,0.1,1014879664,SP500_50,1012793323,2,1464764400,
,,,,,,,,,
0.1,15686304,13717,0.1,1019972504,SP500_50,1001746900,2,1464850800,
,,,,,,,,,
0.1,494781316,13718,0.1,1025924479,SP500_50,529003886,2,1464937200,
,,,,,,,,,
0.1,494781369,13719,0.1,1025527495,SP500_50,530757735,2,1465196400,
,,,,,,,,,
0.1,458466473,13720,0.1,1040839227,SP500_50,573205219,2,1465282800,
,,,,,,,,,
0.1,10026727,13721,0.1,1039474175,SP500_50,1021547299,2,1465369200,
,,,,,,,,,
0.1,10026727,13722,0.1,1045776370,SP500_50,1028213935,2,1465455600,
,,,,,,,,,
0.1,9174907,13723,0.1,1054459232,SP500_50,1038007940,2,1465542000,
,,,,,,,,,
0.1,504609126,13724,0.1,1050728400,SP500_50,542225556,2,1465801200,
,,,,,,,,,
0.1,447698852,13725,0.1,1056341241,SP500_50,601629278,2,1465887600,
,,,,,,,,,
0.1,11231344,13726,0.1,1054524461,SP500_50,1037524128,2,1465974000,
,,,,,,,,,
0.1,475768873,13727,0.1,1062989088,SP500_50,583492785,2,1466060400,
,,,,,,,,,
0.1,454962553,13728,0.1,1069244097,SP500_50,607320938,2,1466146800,
,,,,,,,,,
0.1,32150649,13729,0.1,1070230088,SP500_50,1030076847,2,1466406000,
,,,,,,,,,
0.1,9,13730,0.1,1077738381,SP500_50,1069206153,2,1466492400,
,,,,,,,,,
0.1,396283443,13731,0.1,1079624108,SP500_50,676236889,2,1466578800,
,,,,,,,,,
0.1,513155542,13732,0.1,1093921455,SP500_50,565026337,2,1466665200,
,,,,,,,,,
0.1,29841626,13733,0.1,1083559018,SP500_50,1046791213,2,1466751600,
,,,,,,,,,
0.1,29,13734,0.1,1089629047,SP500_50,1085918353,2,1467010800,
,,,,,,,,,
0.1,29,13735,0.1,1093094030,SP500_50,1087536470,2,1467097200,
,,,,,,,,,
0.1,29,13736,0.1,1103947642,SP500_50,1097573988,2,1467183600,
,,,,,,,,,
0.1,534138576,13737,0.1,1120890885,SP500_50,582970049,2,1467270000,
,,,,,,,,,
0.1,10484952,13738,0.1,1128391869,SP500_50,1109508942,2,1467356400,
,,,,,,,,,
0.1,493862000,13739,0.1,1127941720,SP500_50,621890205,2,1467702000,
,,,,,,,,,
0.1,5580511,13740,0.1,1129474128,SP500_50,1120517092,2,1467788400,
,,,,,,,,,
0.1,12496393,13741,0.1,1111494954,SP500_50,1096368658,2,1467874800,
,,,,,,,,,
0.1,12496393,13742,0.1,1122234274,SP500_50,1106234665,2,1467961200,
,,,,,,,,,
0.1,51314475,13743,0.1,1121327904,SP500_50,1066526070,2,1468220400,
,,,,,,,,,
0.1,14127854,13744,0.1,1117868014,SP500_50,1098346331,2,1468306800,
,,,,,,,,,
0.1,14127854,13745,0.1,1126298004,SP500_50,1106726015,2,1468393200,
,,,,,,,,,
0.1,14127854,13746,0.1,1128069201,SP500_50,1107960435,2,1468479600,
,,,,,,,,,
0.1,14127854,13747,0.1,1129889021,SP500_50,1109672673,2,1468566000,
,,,,,,,,,
0.1,14127854,13748,0.1,1129806556,SP500_50,1109957904,2,1468825200,
,,,,,,,,,
0.1,8982,13749,0.1,1125716057,SP500_50,1120792092,2,1468911600,
,,,,,,,,,
0.1,14141155,13750,0.1,1124800145,SP500_50,1105658653,2,1468998000,
,,,,,,,,,
0.1,14141150,13751,0.1,1119870848,SP500_50,1100337716,2,1469084400,
,,,,,,,,,
0.1,420236696,13752,0.1,1134724468,SP500_50,707636946,2,1469170800,
,,,,,,,,,
0.1,648794,13753,0.1,1129882762,SP500_50,1124094256,2,1469430000,
,,,,,,,,,
0.1,2302,13754,0.1,1113073576,SP500_50,1107992256,2,1469516400,
,,,,,,,,,
0.1,39,13755,0.1,1120210214,SP500_50,1115034922,2,1469602800,
,,,,,,,,,
0.1,9,13756,0.1,1112785995,SP500_50,1107408489,2,1469689200,
,,,,,,,,,
0.1,510401290,13757,0.1,1127534400,SP500_50,611561195,2,1469775600,
,,,,,,,,,
0.1,8845920,13758,0.1,1116710724,SP500_50,1112026248,2,1470034800,
,,,,,,,,,
0.1,8845920,13759,0.1,1110609105,SP500_50,1106044436,2,1470121200,
,,,,,,,,,
0.1,65957,13760,0.1,1109681113,SP500_50,1113481427,2,1470207600,
,,,,,,,,,
0.1,5949783,13761,0.1,1108888651,SP500_50,1106812767,2,1470294000,
,,,,,,,,,
0.1,1,13762,0.1,1107126484,SP500_50,1111486496,2,1470380400,
,,,,,,,,,
0.1,1,13763,0.1,1105055036,SP500_50,1108885620,2,1470639600,
,,,,,,,,,
0.1,14192505,13764,0.1,1107545219,SP500_50,1097425647,2,1470726000,
,,,,,,,,,
0.1,4,13765,0.1,1110516228,SP500_50,1114606750,2,1470812400,
,,,,,,,,,
0.1,13488617,13766,0.1,1113317012,SP500_50,1104039975,2,1470898800,
,,,,,,,,,
0.1,9,13767,0.1,1109203903,SP500_50,1113829742,2,1470985200,
,,,,,,,,,
0.1,13443673,13768,0.1,1105623423,SP500_50,1096355984,2,1471244400,
,,,,,,,,,
0.1,87033,13769,0.1,1083096640,SP500_50,1087156137,2,1471330800,
,,,,,,,,,
0.1,15472430,13770,0.1,1084692777,SP500_50,1073722515,2,1471417200,
,,,,,,,,,
0.1,15472425,13771,0.1,1076120773,SP500_50,1064667019,2,1471503600,
,,,,,,,,,
0.1,42,13772,0.1,1066952623,SP500_50,1070858421,2,1471590000,
,,,,,,,,,
0.1,42,13773,0.1,1066672080,SP500_50,1070556845,2,1471849200,
,,,,,,,,,
0.1,15969181,13774,0.1,1067187936,SP500_50,1055021830,2,1471935600,
,,,,,,,,,
0.1,45,13775,0.1,1066869560,SP500_50,1070395663,2,1472022000,
,,,,,,,,,
0.1,45,13776,0.1,1071198990,SP500_50,1075103527,2,1472108400,
,,,,,,,,,
0.1,45,13777,0.1,1059703799,SP500_50,1063282958,2,1472194800,
,,,,,,,,,
0.1,13598702,13778,0.1,1067912449,SP500_50,1057876330,2,1472454000,
,,,,,,,,,
0.1,107728,13779,0.1,1064519618,SP500_50,1068260271,2,1472540400,
,,,,,,,,,
0.1,434,13780,0.1,1064238245,SP500_50,1068333253,2,1472626800,
,,,,,,,,,
0.1,13603058,13781,0.1,1067077555,SP500_50,1057933681,2,1472713200,
,,,,,,,,,
0.1,484340638,13782,0.1,1070314403,SP500_50,597130123,2,1472799600,
,,,,,,,,,
0.1,422515827,13783,0.1,1079982778,SP500_50,662797679,2,1473145200,
,,,,,,,,,
0.1,14435815,13784,0.1,1082602753,SP500_50,1072675447,2,1473231600,
,,,,,,,,,
0.1,479136912,13785,0.1,1080603160,SP500_50,600335040,2,1473318000,
,,,,,,,,,
0.1,444303803,13786,0.1,1043662887,SP500_50,613970373,2,1473404400,
,,,,,,,,,
0.1,14578875,13787,0.1,1064543526,SP500_50,1062789208,2,1473663600,
,,,,,,,,,
0.1,14578875,13788,0.1,1043542286,SP500_50,1041789469,2,1473750000,
,,,,,,,,,
0.1,13973966,13789,0.1,1042356179,SP500_50,1041422057,2,1473836400,
,,,,,,,,,
0.1,13973966,13790,0.1,1053655611,SP500_50,1053943201,2,1473922800,
,,,,,,,,,
0.1,26,13791,0.1,1049138772,SP500_50,1063458069,2,1474009200,
,,,,,,,,,
0.1,26,13792,0.1,1042123074,SP500_50,1055929979,2,1474268400,
,,,,,,,,,
0.1,26,13793,0.1,1040035579,SP500_50,1054228760,2,1474354800,
,,,,,,,,,
0.1,14285967,13794,0.1,1053308932,SP500_50,1054293806,2,1474441200,
,,,,,,,,,
0.1,12897505,13795,0.1,1065111215,SP500_50,1066553285,2,1474527600,
,,,,,,,,,
0.1,418414414,13796,0.1,1068989449,SP500_50,663150468,2,1474614000,
,,,,,,,,,
0.1,11,13797,0.1,1063195347,SP500_50,1077707303,2,1474873200,
,,,,,,,,,
0.1,13107332,13798,0.1,1070260882,SP500_50,1072538396,2,1474959600,
,,,,,,,,,
0.1,13107332,13799,0.1,1053092015,SP500_50,1054114254,2,1475046000,
,,,,,,,,,
0.1,110111,13800,0.1,1050820354,SP500_50,1065063531,2,1475132400,
,,,,,,,,,
0.1,22,13801,0.1,1047676740,SP500_50,1062222829,2,1475218800,
,,,,,,,,,
0.1,376420507,13802,0.1,1048642892,SP500_50,685228326,2,1475478000,
,,,,,,,,,
0.1,2745603,13803,0.1,1031271996,SP500_50,1052512089,2,1475564400,
,,,,,,,,,
0.1,2772,13804,0.1,1019294558,SP500_50,1044279879,2,1475650800,
,,,,,,,,,
0.1,2822,13805,0.1,1018439282,SP500_50,1043516604,2,1475737200,
,,,,,,,,,
0.1,409874,13806,0.1,1014401460,SP500_50,1039433753,2,1475823600,
,,,,,,,,,
0.1,31474638,13807,0.1,1018563088,SP500_50,1012685985,2,1476082800,
,,,,,,,,,
0.1,14475309,13808,0.1,1016401717,SP500_50,1027999940,2,1476169200,
,,,,,,,,,
0.1,14475309,13809,0.1,1022155462,SP500_50,1034636322,2,1476255600,
,,,,,,,,,
0.1,64598,13810,0.1,1022153386,SP500_50,1049386782,2,1476342000,
,,,,,,,,,
0.1,14407224,13811,0.1,1020820480,SP500_50,1033788454,2,1476428400,
,,,,,,,,,
0.1,14407224,13812,0.1,1022605279,SP500_50,1035779180,2,1476687600,
,,,,,,,,,
0.1,15,13813,0.1,1024522614,SP500_50,1050802791,2,1476774000,
,,,,,,,,,
0.1,14440980,13814,0.1,1026595230,SP500_50,1038222259,2,1476860400,
,,,,,,,,,
0.1,14440980,13815,0.1,1006214842,SP500_50,1016896017,2,1476946800,
,,,,,,,,,
0.1,446095632,13816,0.1,983213540,SP500_50,551258237,2,1477033200,
,,,,,,,,,
0.1,516712617,13817,0.1,975616296,SP500_50,481053158,2,1477292400,
,,,,,,,,,
0.1,949227138,13818,0.1,970193423,SP500_50,42539968,2,1477378800,
,,,,,,,,,
0.1,397935626,13819,0.1,964605100,SP500_50,592983696,2,1477465200,
,,,,,,,,,
0.1,37310088,13820,0.1,981088874,SP500_50,989867821,2,1477551600,
,,,,,,,,,
0.1,808218,13821,0.1,978608036,SP500_50,1033238513,2,1477638000,
,,,,,,,,,
0.1,52719094,13822,0.1,978324524,SP500_50,996448205,2,1477897200,
,,,,,,,,,
0.1,914768269,13823,0.1,967900314,SP500_50,119238236,2,1477983600,
,,,,,,,,,
0.1,981589208,13824,0.1,955644640,SP500_50,48118153,2,1478070000,
,,,,,,,,,
0.1,17775427,13712,0.1,1012433774,SP500_50,985973870,3,1464159600,
,,,,,,,,,
0.1,10,13713,0.1,1018171336,SP500_50,1009850269,3,1464246000,
,,,,,,,,,
0.1,469998571,13714,0.1,1024474214,SP500_50,547194074,3,1464332400,
,,,,,,,,,
0.1,426485548,13715,0.1,1029559272,SP500_50,593395073,3,1464678000,
,,,,,,,,,
0.1,314180,13716,0.1,1019107000,SP500_50,1013170454,3,1464764400,
,,,,,,,,,
0.1,397878981,13717,0.1,1024221053,SP500_50,619354205,3,1464850800,
,,,,,,,,,
0.1,397878981,13718,0.1,1030197820,SP500_50,623528154,3,1464937200,
,,,,,,,,,
0.1,428422085,13719,0.1,1029799183,SP500_50,594677416,3,1465196400,
,,,,,,,,,
0.1,428422033,13720,0.1,1045174694,SP500_50,601280424,3,1465282800,
,,,,,,,,,
0.1,30591836,13721,0.1,1043803956,SP500_50,999130560,3,1465369200,
,,,,,,,,,
0.1,972488631,13722,0.1,1050132401,SP500_50,64149303,3,1465455600,
,,,,,,,,,
0.1,524810,13723,0.1,1058851431,SP500_50,1038410028,3,1465542000,
,,,,,,,,,
0.1,514274762,13724,0.1,1055105058,SP500_50,523768800,3,1465801200,
,,,,,,,,,
0.1,396695145,13725,0.1,1060741279,SP500_50,643726515,3,1465887600,
,,,,,,,,,
0.1,452087052,13726,0.1,1058916931,SP500_50,588097959,3,1465974000,
,,,,,,,,,
0.1,452087026,13727,0.1,1067416816,SP500_50,590951416,3,1466060400,
,,,,,,,,,
0.1,380890198,13728,0.1,1073697880,SP500_50,664806455,3,1466146800,
,,,,,,,,,
0.1,22,13729,0.1,1074687977,SP500_50,1046163255,3,1466406000,
,,,,,,,,,
0.1,128443,13730,0.1,1082227546,SP500_50,1053264335,3,1466492400,
,,,,,,,,,
0.1,401573546,13731,0.1,1084121127,SP500_50,655122930,3,1466578800,
,,,,,,,,,
0.1,434163174,13732,0.1,1098478028,SP500_50,631718544,3,1466665200,
,,,,,,,,,
0.1,34491331,13733,0.1,1088072427,SP500_50,1023913135,3,1466751600,
,,,,,,,,,
0.1,47,13734,0.1,1094167741,SP500_50,1067376920,3,1467010800,
,,,,,,,,,
0.1,0,13735,0.1,1097647156,SP500_50,1069155779,3,1467097200,
,,,,,,,,,
0.1,800530426,13736,0.1,1108545978,SP500_50,293135849,3,1467183600,
,,,,,,,,,
0.1,825139,13737,0.1,1125559795,SP500_50,1099107960,3,1467270000,
,,,,,,,,,
0.1,11275,13738,0.1,1133092023,SP500_50,1109539098,3,1467356400,
,,,,,,,,,
0.1,16,13739,0.1,1132639999,SP500_50,1080507375,3,1467702000,
,,,,,,,,,
0.1,16,13740,0.1,1134178790,SP500_50,1091837021,3,1467788400,
,,,,,,,,,
0.1,866,13741,0.1,1116124727,SP500_50,1093994748,3,1467874800,
,,,,,,,,,
0.1,30,13742,0.1,1126908780,SP500_50,1126447907,3,1467961200,
,,,,,,,,,
0.1,24,13743,0.1,1125998635,SP500_50,1130928530,3,1468220400,
,,,,,,,,,
0.1,24,13744,0.1,1122524333,SP500_50,1161664807,3,1468306800,
,,,,,,,,,
0.1,24,13745,0.1,1130989436,SP500_50,1202652896,3,1468393200,
,,,,,,,,,
0.1,4979,13746,0.1,1132768012,SP500_50,1207986948,3,1468479600,
,,,,,,,,,
0.1,3,13747,0.1,1134595412,SP500_50,1210340657,3,1468566000,
,,,,,,,,,
0.1,2,13748,0.1,1134512603,SP500_50,1211823050,3,1468825200,
,,,,,,,,,
0.1,2,13749,0.1,1130405066,SP500_50,1207097088,3,1468911600,
,,,,,,,,,
0.1,6,13750,0.1,1129485339,SP500_50,1221402250,3,1468998000,
,,,,,,,,,
0.1,2,13751,0.1,1124535510,SP500_50,1204121900,3,1469084400,
,,,,,,,,,
0.1,2,13752,0.1,1139451000,SP500_50,1215446907,3,1469170800,
,,,,,,,,,
0.1,2,13753,0.1,1134589126,SP500_50,1199003821,3,1469430000,
,,,,,,,,,
0.1,2,13754,0.1,1117709924,SP500_50,1196018689,3,1469516400,
,,,,,,,,,
0.1,2,13755,0.1,1124876289,SP500_50,1124712948,3,1469602800,
,,,,,,,,,
0.1,2,13756,0.1,1117421145,SP500_50,1087143906,3,1469689200,
,,,,,,,,,
0.1,653823,13757,0.1,1132230983,SP500_50,1078280853,3,1469775600,
,,,,,,,,,
0.1,8445,13758,0.1,1121362223,SP500_50,1075722284,3,1470034800,
,,,,,,,,,
0.1,263412732,13759,0.1,1115235188,SP500_50,807216435,3,1470121200,
,,,,,,,,,
0.1,528122,13760,0.1,1114303330,SP500_50,1068356132,3,1470207600,
,,,,,,,,,
0.1,27900833,13761,0.1,1113507567,SP500_50,1035781281,3,1470294000,
,,,,,,,,,
0.1,8,13762,0.1,1111738061,SP500_50,1065745855,3,1470380400,
,,,,,,,,,
0.1,8,13763,0.1,1109657984,SP500_50,1061980553,3,1470639600,
,,,,,,,,,
0.1,28179437,13764,0.1,1112158540,SP500_50,1037316383,3,1470726000,
,,,,,,,,,
0.1,4,13765,0.1,1115141924,SP500_50,1068249851,3,1470812400,
,,,,,,,,,
0.1,28048735,13766,0.1,1117954375,SP500_50,1044294213,3,1470898800,
,,,,,,,,,
0.1,497717734,13767,0.1,1113824133,SP500_50,565934836,3,1470985200,
,,,,,,,,,
0.1,40218224,13768,0.1,1110228738,SP500_50,1024652036,3,1471244400,
,,,,,,,,,
0.1,413684,13769,0.1,1087608124,SP500_50,1048460719,3,1471330800,
,,,,,,,,,
0.1,953188305,13770,0.1,1089210909,SP500_50,95598624,3,1471417200,
,,,,,,,,,
0.1,39449139,13771,0.1,1080603200,SP500_50,1008519544,3,1471503600,
,,,,,,,,,
0.1,454353941,13772,0.1,1071396861,SP500_50,587783094,3,1471590000,
,,,,,,,,,
0.1,2709235,13773,0.1,1071115149,SP500_50,1042109326,3,1471849200,
,,,,,,,,,
0.1,452999007,13774,0.1,1071633154,SP500_50,596129163,3,1471935600,
,,,,,,,,,
0.1,1113622,13775,0.1,1071313452,SP500_50,1052327364,3,1472022000,
