alpha,cash,dix,gamma,i_value,index,p_value,simrun,time,
,,,,,,,,,
0.9,323046182,13762,0.9,1110305868,SP500_50,750648009,5,1470380400,
,,,,,,,,,
0.9,32408634,13763,0.9,1108228471,SP500_50,1051168224,5,1470639600,
,,,,,,,,,
0.9,298501678,13764,0.9,1110725806,SP500_50,786419649,5,1470726000,
,,,,,,,,,
0.9,244193192,13765,0.9,1113705347,SP500_50,842405639,5,1470812400,
,,,,,,,,,
0.9,298249785,13766,0.9,1116514174,SP500_50,788841842,5,1470898800,
,,,,,,,,,
0.9,889583,13767,0.9,1112389253,SP500_50,1084439312,5,1470985200,
,,,,,,,,,
0.9,296960561,13768,0.9,1108798491,SP500_50,785491858,5,1471244400,
,,,,,,,,,
0.9,146322814,13769,0.9,1086207017,SP500_50,925625519,5,1471330800,
,,,,,,,,,
0.9,15162369,13770,0.9,1087807737,SP500_50,1052853766,5,1471417200,
,,,,,,,,,
0.9,15162369,13771,0.9,1079211117,SP500_50,1047956723,5,1471503600,
,,,,,,,,,
0.9,15162369,13772,0.9,1070016638,SP500_50,1038534953,5,1471590000,
,,,,,,,,,
0.9,604238739,13773,0.9,1069735290,SP500_50,451112913,5,1471849200,
,,,,,,,,,
0.9,14984816,13774,0.9,1070252627,SP500_50,1043840562,5,1471935600,
,,,,,,,,,
0.9,602247386,13775,0.9,1069933336,SP500_50,452987341,5,1472022000,
,,,,,,,,,
0.9,14850522,13776,0.9,1074275200,SP500_50,1042930218,5,1472108400,
,,,,,,,,,
0.9,14850522,13777,0.9,1062746998,SP500_50,1029525354,5,1472194800,
,,,,,,,,,
0.9,1027769196,13778,0.9,1070979221,SP500_50,20022071,5,1472454000,
,,,,,,,,,
0.9,14181727,13779,0.9,1067576646,SP500_50,1034898654,5,1472540400,
,,,,,,,,,
0.9,14181727,13780,0.9,1067294465,SP500_50,1035260908,5,1472626800,
,,,,,,,,,
0.9,14181727,13781,0.9,1070141929,SP500_50,1038968618,5,1472713200,
,,,,,,,,,
0.9,11,13782,0.9,1073388073,SP500_50,1059923897,5,1472799600,
,,,,,,,,,
0.9,48986685,13783,0.9,1083084212,SP500_50,1023201751,5,1473145200,
,,,,,,,,,
0.9,88204807,13784,0.9,1085711711,SP500_50,988002367,5,1473231600,
,,,,,,,,,
0.9,88204807,13785,0.9,1083706376,SP500_50,986192388,5,1473318000,
,,,,,,,,,
0.9,259273162,13786,0.9,1046660020,SP500_50,801169721,5,1473404400,
,,,,,,,,,
0.9,1036827563,13787,0.9,1067600623,SP500_50,19936139,5,1473663600,
,,,,,,,,,
0.9,1036827563,13788,0.9,1046539072,SP500_50,19699827,5,1473750000,
,,,,,,,,,
0.9,1036827563,13789,0.9,1045349560,SP500_50,19304072,5,1473836400,
,,,,,,,,,
0.9,2084646,13790,0.9,1056681441,SP500_50,1057506288,5,1473922800,
,,,,,,,,,
0.9,487391961,13791,0.9,1052151630,SP500_50,565585837,5,1474009200,
,,,,,,,,,
0.9,958755879,13792,0.9,1045115785,SP500_50,90724420,5,1474268400,
,,,,,,,,,
0.9,49128231,13793,0.9,1043022295,SP500_50,997415359,5,1474354800,
,,,,,,,,,
0.9,28,13794,0.9,1056333766,SP500_50,1058546199,5,1474441200,
,,,,,,,,,
0.9,1053044669,13795,0.9,1068169942,SP500_50,19035838,5,1474527600,
,,,,,,,,,
0.9,18650032,13796,0.9,1072059314,SP500_50,1060238493,5,1474614000,
,,,,,,,,,
0.9,18650032,13797,0.9,1066248573,SP500_50,1052533430,5,1474873200,
,,,,,,,,,
0.9,1052650523,13798,0.9,1073334398,SP500_50,19084208,5,1474959600,
,,,,,,,,,
0.9,15940102,13799,0.9,1056116226,SP500_50,1060194248,5,1475046000,
,,,,,,,,,
0.9,133903,13800,0.9,1053838041,SP500_50,1076840607,5,1475132400,
,,,,,,,,,
0.9,23,13801,0.9,1050685400,SP500_50,1073727115,5,1475218800,
,,,,,,,,,
0.9,23,13802,0.9,1051654327,SP500_50,1071691591,5,1475478000,
,,,,,,,,,
0.9,23,13803,0.9,1034233546,SP500_50,1058817360,5,1475564400,
,,,,,,,,,
0.9,23,13804,0.9,1022221711,SP500_50,1038726207,5,1475650800,
,,,,,,,,,
0.9,23,13805,0.9,1021363980,SP500_50,1038315500,5,1475737200,
,,,,,,,,,
0.9,16136950,13806,0.9,1017314562,SP500_50,1016914245,5,1475823600,
,,,,,,,,,
0.9,128675,13807,0.9,1021488141,SP500_50,1038069997,5,1476082800,
,,,,,,,,,
0.9,1,13808,0.9,1019320563,SP500_50,1032220710,5,1476169200,
,,,,,,,,,
0.9,1,13809,0.9,1025090831,SP500_50,1039742832,5,1476255600,
,,,,,,,,,
0.9,1,13810,0.9,1025088750,SP500_50,1039471332,5,1476342000,
,,,,,,,,,
0.9,17,13811,0.9,1023752016,SP500_50,1038962094,5,1476428400,
,,,,,,,,,
0.9,17,13812,0.9,1025541940,SP500_50,1041803636,5,1476687600,
,,,,,,,,,
0.9,16602468,13813,0.9,1027464781,SP500_50,1023254048,5,1476774000,
,,,,,,,,,
0.9,83806,13814,0.9,1029543349,SP500_50,1042123889,5,1476860400,
,,,,,,,,,
0.9,5,13815,0.9,1009104434,SP500_50,1017286295,5,1476946800,
,,,,,,,,,
0.9,5,13816,0.9,986037078,SP500_50,998542295,5,1477033200,
,,,,,,,,,
0.9,5,13817,0.9,978418017,SP500_50,998939426,5,1477292400,
,,,,,,,,,
0.9,5,13818,0.9,972979571,SP500_50,991661129,5,1477378800,
,,,,,,,,,
0.9,5,13819,0.9,967375200,SP500_50,987254945,5,1477465200,
,,,,,,,,,
0.9,18003375,13820,0.9,983906311,SP500_50,989052792,5,1477551600,
,,,,,,,,,
0.9,392799,13821,0.9,981418349,SP500_50,1001952519,5,1477638000,
,,,,,,,,,
0.9,22324,13822,0.9,981134022,SP500_50,997536939,5,1477897200,
,,,,,,,,,
0.9,734,13823,0.9,970679876,SP500_50,987318687,5,1477983600,
,,,,,,,,,
0.9,14,13824,0.9,958389008,SP500_50,969688586,5,1478070000,
,,,,,,,,,
1,55,13714,0.9,1006190391,SP500_50,1006190334,1,1464332400,
,,,,,,,,,
1,152,13715,0.9,1011186619,SP500_50,1011186465,1,1464678000,
,,,,,,,,,
1,10658080,13716,0.9,1000920869,SP500_50,990255509,1,1464764400,
,,,,,,,,,
1,547747567,13717,0.9,1005943662,SP500_50,461919811,1,1464850800,
,,,,,,,,,
1,536788458,13718,0.9,1011813772,SP500_50,474410714,1,1464937200,
,,,,,,,,,
1,957168116,13719,0.9,1011422249,SP500_50,49712655,1,1465196400,
,,,,,,,,,
1,29719948,13720,0.9,1026523381,SP500_50,979021982,1,1465282800,
,,,,,,,,,
1,29719922,13721,0.9,1025177104,SP500_50,980234445,1,1465369200,
,,,,,,,,,
1,29719948,13722,0.9,1031392617,SP500_50,984630268,1,1465455600,
,,,,,,,,,
1,59661821,13723,0.9,1039956054,SP500_50,958824854,1,1465542000,
,,,,,,,,,
1,59661742,13724,0.9,1036276536,SP500_50,954178247,1,1465801200,
,,,,,,,,,
1,59661874,13725,0.9,1041812178,SP500_50,958004633,1,1465887600,
,,,,,,,,,
1,59661862,13726,0.9,1040020386,SP500_50,956018749,1,1465974000,
,,,,,,,,,
1,59661915,13727,0.9,1048368589,SP500_50,961300924,1,1466060400,
,,,,,,,,,
1,59661920,13728,0.9,1054537566,SP500_50,966787148,1,1466146800,
,,,,,,,,,
1,49,13729,0.9,1055509995,SP500_50,1027875476,1,1466406000,
,,,,,,,,,
1,22,13730,0.9,1062915019,SP500_50,1035104919,1,1466492400,
,,,,,,,,,
1,79589820,13731,0.9,1064774809,SP500_50,960036028,1,1466578800,
,,,,,,,,,
1,117050715,13732,0.9,1078875508,SP500_50,934046303,1,1466665200,
,,,,,,,,,
1,117050688,13733,0.9,1068655598,SP500_50,925304555,1,1466751600,
,,,,,,,,,
1,38,13734,0.9,1074642139,SP500_50,1052415462,1,1467010800,
,,,,,,,,,
1,38,13735,0.9,1078059464,SP500_50,1052904092,1,1467097200,
,,,,,,,,,
1,26,13736,0.9,1088763794,SP500_50,1065193331,1,1467183600,
,,,,,,,,,
1,120072751,13737,0.9,1105473997,SP500_50,962476467,1,1467270000,
,,,,,,,,,
1,32,13738,0.9,1112871811,SP500_50,1088111420,1,1467356400,
,,,,,,,,,
1,18,13739,0.9,1112427854,SP500_50,1086207193,1,1467702000,
,,,,,,,,,
1,17,13740,0.9,1113939185,SP500_50,1090271146,1,1467788400,
,,,,,,,,,
1,46,13741,0.9,1096207299,SP500_50,1070845930,1,1467874800,
,,,,,,,,,
1,77698841,13742,0.9,1106798909,SP500_50,1000653871,1,1467961200,
,,,,,,,,,
1,478214,13743,0.9,1105905005,SP500_50,1076561329,1,1468220400,
,,,,,,,,,
1,3,13744,0.9,1102492703,SP500_50,1074310409,1,1468306800,
,,,,,,,,,
1,21,13745,0.9,1110806746,SP500_50,1079683728,1,1468393200,
,,,,,,,,,
1,72,13746,0.9,1112553582,SP500_50,1083260052,1,1468479600,
,,,,,,,,,
1,124027286,13747,0.9,1114348372,SP500_50,961739601,1,1468566000,
,,,,,,,,,
1,452806,13748,0.9,1114267041,SP500_50,1084902690,1,1468825200,
,,,,,,,,,
1,82171363,13749,0.9,1110232803,SP500_50,999759500,1,1468911600,
,,,,,,,,,
1,82171308,13750,0.9,1109329489,SP500_50,998979017,1,1468998000,
,,,,,,,,,
1,82171363,13751,0.9,1104467990,SP500_50,994365698,1,1469084400,
,,,,,,,,,
1,82171363,13752,0.9,1119117311,SP500_50,1007977757,1,1469170800,
,,,,,,,,,
1,40,13753,0.9,1114342198,SP500_50,1085750951,1,1469430000,
,,,,,,,,,
1,80604664,13754,0.9,1097764208,SP500_50,991140648,1,1469516400,
,,,,,,,,,
1,416390,13755,0.9,1104802688,SP500_50,1077710869,1,1469602800,
,,,,,,,,,
1,80473594,13756,0.9,1097480583,SP500_50,991676556,1,1469689200,
,,,,,,,,,
1,246171,13757,0.9,1112026137,SP500_50,1087683271,1,1469775600,
,,,,,,,,,
1,114810446,13758,0.9,1101351331,SP500_50,967886286,1,1470034800,
,,,,,,,,,
1,114810446,13759,0.9,1095333635,SP500_50,966789236,1,1470121200,
,,,,,,,,,
1,73524699,13760,0.9,1094418406,SP500_50,1007547892,1,1470207600,
,,,,,,,,,
1,114703298,13761,0.9,1093636843,SP500_50,965236580,1,1470294000,
,,,,,,,,,
1,114703298,13762,0.9,1091898914,SP500_50,966817734,1,1470380400,
,,,,,,,,,
1,114703298,13763,0.9,1089855956,SP500_50,961938846,1,1470639600,
,,,,,,,,,
1,71968427,13764,0.9,1092311890,SP500_50,1008042696,1,1470726000,
,,,,,,,,,
1,71968427,13765,0.9,1095242035,SP500_50,1010578011,1,1470812400,
,,,,,,,,,
1,114498630,13766,0.9,1098004297,SP500_50,971867609,1,1470898800,
,,,,,,,,,
1,114498630,13767,0.9,1093947760,SP500_50,969438822,1,1470985200,
,,,,,,,,,
1,71597229,13768,0.9,1090416526,SP500_50,1006846031,1,1471244400,
,,,,,,,,,
1,301439,13769,0.9,1068199579,SP500_50,1053877580,1,1471330800,
,,,,,,,,,
1,113952708,13770,0.9,1069773763,SP500_50,937714911,1,1471417200,
,,,,,,,,,
1,43130,13771,0.9,1061319659,SP500_50,1041638730,1,1471503600,
,,,,,,,,,
1,71817610,13772,0.9,1052277609,SP500_50,960253662,1,1471590000,
,,,,,,,,,
1,143246,13773,0.9,1052000925,SP500_50,1029773679,1,1471849200,
,,,,,,,,,
1,114094822,13774,0.9,1052509686,SP500_50,915214744,1,1471935600,
,,,,,,,,,
1,29,13775,0.9,1052195689,SP500_50,1029779632,1,1472022000,
,,,,,,,,,
1,72685819,13776,0.9,1056465572,SP500_50,961325190,1,1472108400,
,,,,,,,,,
1,34,13777,0.9,1045128487,SP500_50,1024860615,1,1472194800,
,,,,,,,,,
1,34,13778,0.9,1053224234,SP500_50,1032932588,1,1472454000,
,,,,,,,,,
1,34,13779,0.9,1049878068,SP500_50,1030441837,1,1472540400,
,,,,,,,,,
1,72644173,13780,0.9,1049600565,SP500_50,957231882,1,1472626800,
,,,,,,,,,
1,72644173,13781,0.9,1052400823,SP500_50,958896649,1,1472713200,
,,,,,,,,,
1,72644173,13782,0.9,1055593151,SP500_50,959081548,1,1472799600,
,,,,,,,,,
1,72644173,13783,0.9,1065128546,SP500_50,965630974,1,1473145200,
,,,,,,,,,
1,72644173,13784,0.9,1067712485,SP500_50,966623214,1,1473231600,
,,,,,,,,,
1,72644173,13785,0.9,1065740395,SP500_50,964903924,1,1473318000,
,,,,,,,,,
1,72644121,13786,0.9,1029308204,SP500_50,930214230,1,1473404400,
,,,,,,,,,
1,18,13787,0.9,1049901648,SP500_50,1026970553,1,1473663600,
,,,,,,,,,
1,18,13788,0.9,1029189261,SP500_50,1007924926,1,1473750000,
,,,,,,,,,
1,18,13789,0.9,1028019468,SP500_50,1005692668,1,1473836400,
,,,,,,,,,
1,18,13790,0.9,1039163486,SP500_50,1019168099,1,1473922800,
,,,,,,,,,
1,72203605,13791,0.9,1034708772,SP500_50,940780450,1,1474009200,
,,,,,,,,,
1,559752,13792,0.9,1027789570,SP500_50,1009792794,1,1474268400,
,,,,,,,,,
1,73068551,13793,0.9,1025730786,SP500_50,934808884,1,1474354800,
,,,,,,,,,
1,38,13794,0.9,1038821575,SP500_50,1020979685,1,1474441200,
,,,,,,,,,
1,38,13795,0.9,1050461528,SP500_50,1033311267,1,1474527600,
,,,,,,,,,
1,73268421,13796,0.9,1054286421,SP500_50,963844446,1,1474614000,
,,,,,,,,,
1,73268421,13797,0.9,1048572012,SP500_50,960405972,1,1474873200,
,,,,,,,,,
1,277247,13798,0.9,1055540367,SP500_50,1040958825,1,1474959600,
,,,,,,,,,
1,72669527,13799,0.9,1038607642,SP500_50,943549382,1,1475046000,
,,,,,,,,,
1,72669527,13800,0.9,1036367226,SP500_50,939640945,1,1475132400,
,,,,,,,,,
1,72669527,13801,0.9,1033266850,SP500_50,936719144,1,1475218800,
,,,,,,,,,
1,67228243,13802,0.9,1034219714,SP500_50,945282731,1,1475478000,
,,,,,,,,,
1,79157067,13803,0.9,1017087739,SP500_50,913858972,1,1475564400,
,,,,,,,,,
1,78687,13804,0.9,1005275040,SP500_50,987266097,1,1475650800,
,,,,,,,,,
1,107677853,13805,0.9,1004431528,SP500_50,878740470,1,1475737200,
,,,,,,,,,
1,107677807,13806,0.9,1000449243,SP500_50,874355404,1,1475823600,
,,,,,,,,,
1,64940805,13807,0.9,1004553631,SP500_50,920084099,1,1476082800,
,,,,,,,,,
1,80737025,13808,0.9,1002421988,SP500_50,905650032,1,1476169200,
,,,,,,,,,
1,80737025,13809,0.9,1008096595,SP500_50,910588497,1,1476255600,
,,,,,,,,,
1,80737025,13810,0.9,1008094548,SP500_50,911341113,1,1476342000,
,,,,,,,,,
1,80737025,13811,0.9,1006779974,SP500_50,909017808,1,1476428400,
,,,,,,,,,
1,124126945,13812,0.9,1008540225,SP500_50,867077005,1,1476687600,
,,,,,,,,,
1,124126945,13813,0.9,1010431188,SP500_50,869064194,1,1476774000,
,,,,,,,,,
1,79763948,13814,0.9,1012475297,SP500_50,914027696,1,1476860400,
,,,,,,,,,
1,123602441,13815,0.9,992375224,SP500_50,853387477,1,1476946800,
,,,,,,,,,
1,30557420,13816,0.9,969690285,SP500_50,920368063,1,1477033200,
,,,,,,,,,
1,30557424,13817,0.9,962197535,SP500_50,906909504,1,1477292400,
,,,,,,,,,
1,122679295,13818,0.9,956849249,SP500_50,810331669,1,1477378800,
,,,,,,,,,
1,108252446,13819,0.9,951337789,SP500_50,818796950,1,1477465200,
,,,,,,,,,
1,122882188,13820,0.9,967594843,SP500_50,806357290,1,1477551600,
,,,,,,,,,
1,122882188,13821,0.9,965148127,SP500_50,806136491,1,1477638000,
,,,,,,,,,
1,80688439,13822,0.9,964868514,SP500_50,854512607,1,1477897200,
,,,,,,,,,
1,121461953,13823,0.9,954587679,SP500_50,807240485,1,1477983600,
,,,,,,,,,
1,121461906,13824,0.9,942500572,SP500_50,803045355,1,1478070000,
,,,,,,,,,
1,57361,13714,0.9,1010356334,SP500_50,1006898351,2,1464332400,
,,,,,,,,,
1,19438175,13715,0.9,1015421522,SP500_50,991686595,2,1464678000,
,,,,,,,,,
1,55146917,13716,0.9,1005112779,SP500_50,945163561,2,1464764400,
,,,,,,,,,
1,2,13717,0.9,1010156607,SP500_50,1002994908,2,1464850800,
,,,,,,,,,
1,30064410,13718,0.9,1016051302,SP500_50,982108563,2,1464937200,
,,,,,,,,,
1,8442777,13719,0.9,1015658139,SP500_50,1006826901,2,1465196400,
,,,,,,,,,
1,13302695,13720,0.9,1030822516,SP500_50,1013373939,2,1465282800,
,,,,,,,,,
1,24516908,13721,0.9,1029470600,SP500_50,1003549406,2,1465369200,
,,,,,,,,,
1,42907473,13722,0.9,1035712145,SP500_50,990532704,2,1465455600,
,,,,,,,,,
1,42907473,13723,0.9,1044311446,SP500_50,996365854,2,1465542000,
,,,,,,,,,
1,42907473,13724,0.9,1040616518,SP500_50,992628159,2,1465801200,
,,,,,,,,,
1,42907422,13725,0.9,1046175343,SP500_50,997167747,2,1465887600,
,,,,,,,,,
1,42907473,13726,0.9,1044376047,SP500_50,995044248,2,1465974000,
,,,,,,,,,
1,42907473,13727,0.9,1052759213,SP500_50,1000362460,2,1466060400,
,,,,,,,,,
1,42907473,13728,0.9,1058954026,SP500_50,1006389511,2,1466146800,
,,,,,,,,,
1,6324655,13729,0.9,1059930527,SP500_50,1044338334,2,1466406000,
,,,,,,,,,
1,42910929,13730,0.9,1067366564,SP500_50,1014929857,2,1466492400,
,,,,,,,,,
1,17504515,13731,0.9,1069234143,SP500_50,1045501202,2,1466578800,
,,,,,,,,,
1,5686247,13732,0.9,1083393897,SP500_50,1072474013,2,1466665200,
,,,,,,,,,
1,34,13733,0.9,1073131184,SP500_50,1084600701,2,1466751600,
,,,,,,,,,
1,47,13734,0.9,1079142798,SP500_50,1090777910,2,1467010800,
,,,,,,,,,
1,4,13735,0.9,1082574435,SP500_50,1092372074,2,1467097200,
,,,,,,,,,
1,431823,13736,0.9,1093323595,SP500_50,1107330110,2,1467183600,
,,,,,,,,,
1,18802,13737,0.9,1110103781,SP500_50,1125320917,2,1467270000,
,,,,,,,,,
1,280,13738,0.9,1117532578,SP500_50,1132176742,2,1467356400,
,,,,,,,,,
1,23,13739,0.9,1117086761,SP500_50,1128480369,2,1467702000,
,,,,,,,,,
1,23958981,13740,0.9,1118604422,SP500_50,1110564337,2,1467788400,
,,,,,,,,,
1,30,13741,0.9,1100798274,SP500_50,1113691672,2,1467874800,
,,,,,,,,,
1,30,13742,0.9,1111434242,SP500_50,1122384165,2,1467961200,
,,,,,,,,,
1,30,13743,0.9,1110536595,SP500_50,1119904806,2,1468220400,
,,,,,,,,,
1,25282982,13744,0.9,1107110001,SP500_50,1092785001,2,1468306800,
,,,,,,,,,
1,12845870,13745,0.9,1115458864,SP500_50,1109860201,2,1468393200,
,,,,,,,,,
1,74562,13746,0.9,1117213016,SP500_50,1127392493,2,1468479600,
,,,,,,,,,
1,21,13747,0.9,1119015322,SP500_50,1130731661,2,1468566000,
,,,,,,,,,
1,12782525,13748,0.9,1118933651,SP500_50,1116903771,2,1468825200,
,,,,,,,,,
1,40594,13749,0.9,1114882517,SP500_50,1127141903,2,1468911600,
,,,,,,,,,
1,78,13750,0.9,1113975420,SP500_50,1125836762,2,1468998000,
,,,,,,,,,
1,122,13751,0.9,1109093561,SP500_50,1120905542,2,1469084400,
,,,,,,,,,
1,12820843,13752,0.9,1123804234,SP500_50,1123529493,2,1469170800,
,,,,,,,,,
1,12820843,13753,0.9,1119009123,SP500_50,1119050759,2,1469430000,
,,,,,,,,,
1,12820843,13754,0.9,1102361703,SP500_50,1104670312,2,1469516400,
,,,,,,,,,
1,41,13755,0.9,1109429661,SP500_50,1127291264,2,1469602800,
,,,,,,,,,
1,12006787,13756,0.9,1102076890,SP500_50,1109623638,2,1469689200,
,,,,,,,,,
1,12006787,13757,0.9,1116683362,SP500_50,1128187552,2,1469775600,
,,,,,,,,,
1,11466568,13758,0.9,1105963849,SP500_50,1125616110,2,1470034800,
,,,,,,,,,
1,10921032,13759,0.9,1099920950,SP500_50,1125060221,2,1470121200,
,,,,,,,,,
1,81435,13760,0.9,1099001888,SP500_50,1135304373,2,1470207600,
,,,,,,,,,
1,8,13761,0.9,1098217053,SP500_50,1134055815,2,1470294000,
,,,,,,,,,
1,11,13762,0.9,1096471845,SP500_50,1136109980,2,1470380400,
,,,,,,,,,
1,24311284,13763,0.9,1094420331,SP500_50,1106183921,2,1470639600,
,,,,,,,,,
1,109160,13764,0.9,1096886550,SP500_50,1134300366,2,1470726000,
,,,,,,,,,
1,273,13765,0.9,1099828967,SP500_50,1137339075,2,1470812400,
,,,,,,,,,
1,27,13766,0.9,1102602797,SP500_50,1142113187,2,1470898800,
,,,,,,,,,
1,27,13767,0.9,1098529271,SP500_50,1139081925,2,1470985200,
,,,,,,,,,
1,23678629,13768,0.9,1094983248,SP500_50,1108502965,2,1471244400,
,,,,,,,,,
1,23678580,13769,0.9,1072673256,SP500_50,1081189830,2,1471330800,
,,,,,,,,,
1,23678629,13770,0.9,1074254032,SP500_50,1078613066,2,1471417200,
,,,,,,,,,
1,8994,13771,0.9,1065764523,SP500_50,1090429810,2,1471503600,
,,,,,,,,,
1,0,13772,0.9,1056684604,SP500_50,1080315599,2,1471590000,
,,,,,,,,,
1,0,13773,0.9,1056406761,SP500_50,1077850730,2,1471849200,
,,,,,,,,,
1,24231959,13774,0.9,1056917653,SP500_50,1052588240,2,1471935600,
,,,,,,,,,
1,24231959,13775,0.9,1056602340,SP500_50,1053103583,2,1472022000,
,,,,,,,,,
1,24,13776,0.9,1060890106,SP500_50,1082508570,2,1472108400,
,,,,,,,,,
1,24,13777,0.9,1049505541,SP500_50,1072380896,2,1472194800,
,,,,,,,,,
1,24291308,13778,0.9,1057635194,SP500_50,1056453314,2,1472454000,
,,,,,,,,,
1,4,13779,0.9,1054275013,SP500_50,1077933490,2,1472540400,
,,,,,,,,,
1,24342477,13780,0.9,1053996348,SP500_50,1053361255,2,1472626800,
,,,,,,,,,
1,24342477,13781,0.9,1056808334,SP500_50,1055422627,2,1472713200,
,,,,,,,,,
1,24342477,13782,0.9,1060014032,SP500_50,1055164956,2,1472799600,
,,,,,,,,,
1,24342477,13783,0.9,1069589361,SP500_50,1062379759,2,1473145200,
,,,,,,,,,
1,24342477,13784,0.9,1072184122,SP500_50,1063410445,2,1473231600,
,,,,,,,,,
1,24342477,13785,0.9,1070203773,SP500_50,1061349073,2,1473318000,
,,,,,,,,,
1,2,13786,0.9,1033619001,SP500_50,1047589087,2,1473404400,
,,,,,,,,,
1,24410142,13787,0.9,1054298692,SP500_50,1048980839,2,1473663600,
,,,,,,,,,
1,24410142,13788,0.9,1033499561,SP500_50,1029913145,2,1473750000,
,,,,,,,,,
1,24410115,13789,0.9,1032324869,SP500_50,1027851800,2,1473836400,
,,,,,,,,,
1,48,13790,0.9,1043515559,SP500_50,1066733810,2,1473922800,
,,,,,,,,,
1,24336912,13791,0.9,1039042188,SP500_50,1035839590,2,1474009200,
,,,,,,,,,
1,24336912,13792,0.9,1032094007,SP500_50,1032232189,2,1474268400,
,,,,,,,,,
1,24336912,13793,0.9,1030026601,SP500_50,1029655473,2,1474354800,
,,,,,,,,,
1,24336912,13794,0.9,1043172215,SP500_50,1045373437,2,1474441200,
,,,,,,,,,
1,24336912,13795,0.9,1054860917,SP500_50,1059287700,2,1474527600,
,,,,,,,,,
1,24336912,13796,0.9,1058701829,SP500_50,1063668117,2,1474614000,
,,,,,,,,,
1,24336859,13797,0.9,1052963487,SP500_50,1060060767,2,1474873200,
,,,,,,,,,
1,24336912,13798,0.9,1059961026,SP500_50,1068306204,2,1474959600,
,,,,,,,,,
1,24336912,13799,0.9,1042957386,SP500_50,1039842470,2,1475046000,
,,,,,,,,,
1,24336912,13800,0.9,1040707587,SP500_50,1036787853,2,1475132400,
,,,,,,,,,
1,24336912,13801,0.9,1037594227,SP500_50,1033733236,2,1475218800,
,,,,,,,,,
1,24336912,13802,0.9,1038551081,SP500_50,1037806058,2,1475478000,
,,,,,,,,,
1,24336912,13803,0.9,1021347357,SP500_50,1015660087,2,1475564400,
,,,,,,,,,
1,24224,13804,0.9,1009485185,SP500_50,1033354438,2,1475650800,
,,,,,,,,,
1,90253,13805,0.9,1008638141,SP500_50,1032018729,2,1475737200,
,,,,,,,,,
1,151469,13806,0.9,1004639177,SP500_50,1025959938,2,1475823600,
,,,,,,,,,
1,24556643,13807,0.9,1008760755,SP500_50,1005176677,2,1476082800,
,,,,,,,,,
1,4,13808,0.9,1006620185,SP500_50,1032022868,2,1476169200,
,,,,,,,,,
1,24615287,13809,0.9,1012318557,SP500_50,1013422166,2,1476255600,
,,,,,,,,,
1,4787,13810,0.9,1012316502,SP500_50,1039043657,2,1476342000,
,,,,,,,,,
1,65883,13811,0.9,1010996423,SP500_50,1035097121,2,1476428400,
,,,,,,,,,
1,141825,13812,0.9,1012764045,SP500_50,1036559756,2,1476687600,
,,,,,,,,,
1,65,13813,0.9,1014662928,SP500_50,1038941795,2,1476774000,
,,,,,,,,,
1,16,13814,0.9,1016715598,SP500_50,1039511339,2,1476860400,
,,,,,,,,,
1,16,13815,0.9,996531345,SP500_50,1020090895,2,1476946800,
,,,,,,,,,
1,4639745,13816,0.9,973751400,SP500_50,967915445,2,1477033200,
,,,,,,,,,
1,976590144,13817,0.9,966227270,SP500_50,36,2,1477292400,
,,,,,,,,,
1,976590107,13818,0.9,960856585,SP500_50,73,2,1477378800,
,,,,,,,,,
1,2381927,13819,0.9,955322042,SP500_50,974208253,2,1477465200,
,,,,,,,,,
1,2796322,13820,0.9,971647181,SP500_50,986778397,2,1477551600,
,,,,,,,,,
1,1897244,13821,0.9,969190218,SP500_50,995256737,2,1477638000,
,,,,,,,,,
1,4851477,13822,0.9,968909435,SP500_50,991580782,2,1477897200,
,,,,,,,,,
1,988351914,13823,0.9,958585543,SP500_50,0,2,1477983600,
,,,,,,,,,
1,988351914,13824,0.9,946447815,SP500_50,0,2,1478070000,
,,,,,,,,,
1,61643,13714,0.9,1014587760,SP500_50,1006806757,3,1464332400,
,,,,,,,,,
1,21561375,13715,0.9,1019674162,SP500_50,989433859,3,1464678000,
,,,,,,,,,
1,17124,13716,0.9,1009322245,SP500_50,1000363494,3,1464764400,
,,,,,,,,,
1,21641558,13717,0.9,1014387197,SP500_50,981599261,3,1464850800,
,,,,,,,,,
1,40,13718,0.9,1020306579,SP500_50,1012591751,3,1464937200,
,,,,,,,,,
1,40,13719,0.9,1019911769,SP500_50,1015889510,3,1465196400,
,,,,,,,,,
1,21731743,13720,0.9,1035139656,SP500_50,1005608512,3,1465282800,
,,,,,,,,,
1,31,13721,0.9,1033782078,SP500_50,1029058828,3,1465369200,
,,,,,,,,,
1,1039995474,13722,0.9,1040049762,SP500_50,0,3,1465455600,
,,,,,,,,,
1,9,13723,0.9,1048685078,SP500_50,1043618240,3,1465542000,
,,,,,,,,,
1,1043867186,13724,0.9,1044974675,SP500_50,0,3,1465801200,
,,,,,,,,,
1,2976477,13725,0.9,1050556781,SP500_50,1042181568,3,1465887600,
,,,,,,,,,
1,1046677935,13726,0.9,1048749949,SP500_50,0,3,1465974000,
,,,,,,,,,
1,204235,13727,0.9,1057168224,SP500_50,1046473700,3,1466060400,
,,,,,,,,,
1,28012925,13728,0.9,1063388982,SP500_50,1024847562,3,1466146800,
,,,,,,,,,
1,53,13729,0.9,1064369573,SP500_50,1057824122,3,1466406000,
,,,,,,,,,
