action,reward,state,ticker
1,-68.4262268928,1111,138
1,41.89440867099152,3331,139
1,8.0,1311,143
-1,86.67840854779098,3131,145
-1,-10.928517120000002,3331,157
-1,-13.560533552673583,3111,158
1,7.039999999999992,3131,206
-1,166.7500378882048,3111,220
-1,37.44,3331,227
-1,117.44,3311,240
-1,100.66291097599999,1131,251
-1,159.88553728,1131,269
-1,-42.98365142911943,1131,301
-1,95.74553599999999,1111,324
-1,-17.9011739648,3131,337
-1,-10.928517120000002,1111,381
1,8.0,1131,383
-1,124.7778114624182,3311,414
-1,-28.026149500459425,3311,430
1,76.4330355794672,3311,437
1,109.24975443171971,1131,443
-1,119.0272,3131,448
-1,47.05044480000001,1311,472
1,-61.57199036101165,3111,486
1,64.98155140360774,3131,499
1,8.0,3331,11
-1,8.0,3131,136
-1,-78.49214315724801,1111,149
1,203.63213596828842,3131,152
-1,37.44,3311,160
-1,7.039999999999992,1331,168
1,38.453489664,3331,194
-1,-12.172636410558333,1311,207
-1,-46.08030720000001,1331,252
-1,9.1516928,1131,265
-1,0.6399999999999935,3331,294
1,153.47038207999998,1331,341
1,82.477056,1131,354
-1,1.2596428800000012,3331,392
1,108.3030528,3111,399
1,163.3280397929226,1331,434
-1,100.37729279999999,1111,441
1,52.533759999999994,3331,4
-1,8.0,3331,14
1,-33.39310780912764,1331,29
1,-9.550928601260921,3131,39
1,41.07223040000001,1311,47
1,172.655415230464,3131,67
1,-45.92558850048001,3311,79
1,41.550195190545786,3331,98
1,0.6399999999999935,1131,142
1,116.63790882816,1331,181
-1,-34.31680000000001,3311,196
-1,119.46355951804694,1131,226
1,30.25267845014404,3111,232
-1,0.6399999999999935,1111,285
1,72.54025293660159,3331,318
1,111.552,1311,338
-1,-7.210579799841433,3331,391
1,36.4284928,3311,395
1,130.64258215795252,3131,423
1,2.995199999999997,1311,474
1,107.2186546651136,3331,43
1,36.60509955495034,3111,44
1,211.3143116931238,3331,106
1,47.70913481834984,3311,137
-1,8.0,3331,169
1,134.57041712918058,3311,199
1,-12.373003829248006,1131,258
1,-9.396475363328001,3111,328
1,110.79948288000001,3111,450
-1,8.0,3331,452
-1,0.6399999999999935,3311,469
-1,7.039999999999992,1131,480
-1,131.02410925402353,1131,488
-1,-38.16466573505332,1311,3
-1,-35.98500313845916,3131,7
-1,-33.82382414208697,1131,34
1,18.675712771855757,3331,148
-1,0.6399999999999935,3331,154
1,7.039999999999992,3331,214
-1,-36.17024000000001,3311,222
1,166.55676365209604,3331,312
-1,19.692549734399996,3331,407
1,181.7943138304,1331,22
1,37.44,1331,112
-1,8.0,3331,156
1,115.55184230399999,1331,202
-1,5.0175999999999945,3331,204
-1,81.3952,3331,218
1,87.03999999999999,3331,246
-1,-24.558066407833593,1311,256
-1,-39.436800000000005,3311,299
-1,-7.052800000000005,3111,302
-1,6.4512,1131,421
-1,0.6399999999999935,3111,40
-1,9.472000000000001,3331,55
1,116.2640683229305,3311,167
1,30.331584988582733,3331,223
-1,9.472000000000001,1131,235
-1,8.0,3331,248
1,42.32127754928127,1331,351
-1,-62.27947800960697,1111,417
-1,47.04,1311,24
1,-131.85774861793112,3331,109
-1,0.6399999999999935,1131,140
-1,0.6399999999999935,3111,161
-1,31.039999999999992,3311,175
-1,72.94720000000001,1111,177
1,164.18628435662612,1131,180
1,68.99953070899198,3311,229
1,28.302079708422156,1311,245
1,153.87140106354687,1111,262
1,-32.96000000000001,1131,278
-1,46.1952,3311,287
-1,8.0,3331,321
1,87.03999999999999,3331,327
-1,8.0,3131,379
-1,8.0,3331,440
1,116.8512,3111,458
-1,7.039999999999992,3331,475
-1,7.039999999999992,3331,478
1,105.38620928,1311,481
-1,-3.824532553727998,3331,35
1,76.98818934013408,1331,45
-1,7.039999999999992,3331,58
-1,7.039999999999992,1131,72
1,50.545168384,1331,329
-1,-100.55841792,1111,330
-1,8.0,3331,333
-1,3.0720000000000027,3331,363
-1,8.0,1311,41
1,153.29569053111032,3331,57
-1,9.395199999999996,3131,113
-1,8.0,1311,114
1,164.27368453531238,3131,117
-1,0.6399999999999935,3131,125
1,121.09977599999999,1331,126
-1,7.039999999999992,3131,128
1,131.51450775552001,1331,138
-1,3.0720000000000027,1311,143
1,67.10337072425756,3331,145
-1,-32.96000000000001,1111,210
-1,8.0,3131,212
1,168.53014802928072,3331,240
1,63.640490482073595,3131,254
-1,-32.7416078336,3111,255
-1,9.472000000000001,3131,261
1,88.67931339473435,3331,315
1,236.92354837294224,3131,364
1,165.1555966941397,3331,383
1,111.03999999999999,3311,393
1,155.31237628099734,3331,414
-1,7.039999999999992,3111,415
-1,6.89358607230173,3111,437
1,130.3762339548365,3111,464
-1,7.039999999999992,1331,472
-1,-38.608509197282984,3331,473
-1,-11.56864000000001,1311,490
-1,-58.381648515563526,3131,20
1,-11.700616396800001,3331,93
1,146.1875972598183,3131,136
1,-6.256606412800011,3311,213
-1,11.279359999999997,1311,313
1,4.93808648713329,3111,334
-1,8.0,1311,384
-1,1.1294474239999985,3311,433
-1,-46.20646400000001,1331,19
-1,-32.96000000000001,3111,50
1,47.43259854510395,1111,142
-1,8.0,3331,150
-1,8.0,3311,159
1,143.3472,3131,226
-1,-9.96817271777011,1331,391
1,32.792449810432,3311,394
1,2.995199999999997,1111,397
1,-10.358312040923124,3131,297
1,-10.928517120000002,3131,404
1,18.582226894929022,3331,450
1,60.44694222916813,3331,452
-1,7.039999999999992,3311,148
1,-0.08527472037569339,3331,407
1,-28.985614421196807,3331,463
-1,101.49527345228859,1111,56
1,-1.0657792000000015,1311,134
1,0.6399999999999935,3331,218
1,8.0,1311,442
1,-48.66071315399611,1111,80
1,42.264273833164786,1131,86
1,-66.466615296,3311,248
1,39.356043264,3311,311
1,64.30781786836437,3311,54
-1,6.4512,3311,225
-1,-32.82688,1311,245
-1,-29.296147571503056,1311,264
-1,40.6330368,1131,278
-1,49.675776,3331,303
-1,7.039999999999992,3131,321
-1,0.6399999999999935,3111,335
-1,7.039999999999992,3311,388
1,13.970870271999992,3331,440
1,52.16932186836436,3131,466
-1,7.039999999999992,3331,183
-1,-31.372800000000012,1131,329
1,242.34418221702563,3331,333
-1,-34.5472,1331,363
1,140.445804691456,3311,456
1,69.838336,1311,41
1,100.7520768,1311,114
1,162.838812000256,1131,117
-1,3.0720000000000027,1111,143
1,86.18089797916534,3111,158
1,35.717056200536234,1111,210
1,-4.893031628800017,3131,212
1,29.46816000000001,3331,227
1,225.4133227203279,3131,240
-1,8.0,1131,273
-1,95.279616,1131,383
-1,8.0,1311,393
1,62.16938770770428,1111,288
-1,-40.09121792,3131,25
1,67.90064715319316,3331,101
1,178.04601690836435,3311,160
1,-37.36422400000001,1111,228
1,-8.586178560000008,3131,375
1,2.9276160000000004,1111,380
-1,-128.63731712000003,3311,489
1,1.2596428800000012,1311,28
-1,9.472000000000001,1131,47
1,35.536302080000006,3111,50
1,-19.74993807979053,3131,98
1,-37.76468992000001,3131,196
-1,35.71998927888729,1311,230
1,16.880443752382064,3311,234
-1,-30.324224000000008,1131,322
1,7.039999999999992,3111,498
1,8.0,1131,42
1,20.377259114496,3311,185
1,-65.187885056,3111,211
-1,91.10066223513599,3111,272
-1,-12.536416575946745,3311,452
1,124.714116612096,3131,480
1,8.0,1111,484
1,-69.00480000000002,3131,7
1,9.395199999999996,3111,78
1,8.0,1331,171
1,2.995199999999997,3331,275
1,6.4512,1111,13
-1,66.50835812352,3131,30
1,-31.29740977103993,1111,202
-1,14.245271666687998,3111,204
-1,-48.63731712000001,3331,347
-1,8.0,3331,442
-1,7.039999999999992,1331,494
1,7.039999999999992,1331,496
1,-20.498219761664004,3111,55
1,140.98354844002554,3131,201
1,2.995199999999997,3311,300
1,39.168555178593046,1131,449
-1,123.381248,1331,95
-1,121.8189199382368,1331,107
1,121.24458832082234,3111,175
1,9.351411184959488,1111,177
1,64.8747065344,1311,243
-1,8.0,1111,244
1,9.472000000000001,3111,262
-1,8.0,1131,327
-1,136.67470589952,3111,471
1,52.74395822391295,3131,45
1,49.44909694907255,3331,68
1,-32.084889600000004,1131,130
1,-6.101790720000004,3111,336
-1,0.6399999999999935,1311,348
1,8.0,3111,444
1,87.03999999999999,1111,468
1,3.010559999999998,1111,483
1,-49.236111359999995,1111,117
-1,34.29996544,1131,337
-1,29.80095999999999,3111,383
1,6.916095999999996,3311,414
-1,103.30869650554881,3131,430
1,8.0,1311,472
1,-64.28476685610633,3131,20
1,-32.96000000000001,3331,33
1,-15.796893614080005,3311,93
1,26.422729351329146,1311,207
1,173.7073330339064,1131,265
-1,8.0,3131,341
-1,9.472000000000001,3131,375
1,4.052115947519994,1331,19
-1,8.0,1111,23
-1,-39.869555245056006,3311,26
-1,-48.918684100198405,3131,116
1,-40.22456515375923,3331,196
1,63.87418082705408,3331,284
1,70.42557919232,3131,360
1,-39.436800000000005,1311,397
1,92.94126694399999,1111,470
-1,-10.612224000000005,1331,42
1,6.258917745098749,1131,169
-1,-31.372800000000012,3311,185
1,-53.796941194854405,3331,272
-1,20.828426239999985,1311,328
1,68.68487926503565,1131,484
-1,8.0,3311,7
-1,7.039999999999992,3331,17
-1,0.5631999999999948,3311,115
1,80.30948191288934,3311,148
1,33.166028799999985,3331,171
-1,6.4512,3331,296
-1,7.039999999999992,3331,30
1,116.59519999999999,3331,112
-1,8.0,3331,118
-1,1.2154879999999935,3131,204
-1,9.395199999999996,3131,302
1,7.039999999999992,3111,421
1,170.76375854116765,3311,436
1,118.4,3331,442
1,100.92218711572973,3331,205
1,111.957363490816,3331,311
1,55.18526464,1331,323
1,-56.3727487401984,1111,131
1,-39.469926901350405,1311,264
-1,145.44222208,1311,355
1,30.8778430038016,1311,451
-1,8.0,3331,72
-1,8.0,1111,130
-1,-33.80480000000001,1111,336
-1,2.9276160000000004,3131,444
1,3.010559999999998,1311,483
1,15.745535999999994,3331,59
1,26.256932704951986,1131,62
1,95.74012927999999,1331,83
1,26.421719039999992,1131,125
-1,8.0,1131,143
1,80.8072270670587,3331,259
1,160.88478682320994,3131,301
1,111.03999999999999,1131,324
1,88.0,1331,393
1,-27.1488,1111,472
1,45.178097663999985,1331,389
-1,38.18874189439303,3131,2
1,-30.061032208544567,3131,25
-1,-12.139968626688002,3331,33
1,156.730896384,1331,313
1,108.37025679605757,1331,340
-1,-24.722944000000005,1311,356
1,2.995199999999997,3311,387
-1,0.6399999999999935,3131,434
-1,9.472000000000001,3311,234
1,39.277055999999995,1331,357
-1,-39.436800000000005,3131,360
1,-8.916301941309449,3131,391
1,2.995199999999997,1131,297
1,73.4686208,3331,298
1,23.362963286261746,3311,428
-1,-72.88051712000001,3331,7
-1,149.92105062400003,3131,38
1,116.772383260672,1311,148
-1,-72.56963072000002,3331,171
-1,8.0,3131,361
-1,8.0,3311,374
1,82.99520000000001,1131,56
-1,8.0,1331,94
1,138.96905841049602,3331,118
-1,8.0,1131,432
-1,-32.96000000000001,1331,442
1,-4.251217920000002,1111,40
-1,-39.436800000000005,3331,205
-1,-57.48787200000001,3311,248
1,-30.066320794471117,3331,401
-1,7.039999999999992,1131,321
1,-101.13036683335173,1331,440
1,138.39364769191036,3311,460
1,68.1216,1111,130
-1,3.245055999999998,1131,155
1,112.4358144,1131,195
-1,0.6399999999999935,3311,253
1,161.12990208,3331,31
1,121.75616,1131,146
-1,-21.251379200000002,3331,268
-1,8.0,3331,383
-1,8.0,1131,393
-1,-2.480517120000002,3311,396
-1,8.0,3111,420
1,106.66765300054902,3331,430
-1,133.8186850304,1111,472
-1,-0.9586501349788747,1311,77
1,7.039999999999992,1131,313
-1,61.408638566399986,3111,341
1,0.514399436799998,3311,26
1,-66.6948243750912,3131,116
1,39.886336,3311,196
-1,165.3253193565258,1131,271
1,5.5257186304,1131,385
1,1.3951999999999956,3331,467
-1,86.14553599999998,1111,169
-1,124.10602716432172,1311,199
1,-32.96000000000001,3131,272
1,7.039999999999992,1111,148
-1,30.963199999999993,1331,171
1,23.036065382400004,1111,8
1,-5.026082962800643,1111,56
-1,84.9520243036277,3131,293
1,194.61541785109307,3331,332
1,8.41216,1111,421
1,-24.896000000000004,1331,442
1,8.0,3311,173
-1,160.33839235072,1111,24
-1,25.561294835967594,1111,131
-1,202.76695591157758,3111,350
-1,111.03999999999999,3311,72
1,42.5894770389224,1111,336
1,5.833215999999993,3131,444
1,11.356159999999996,3111,456
-1,212.74558367737578,3111,36
1,59.086516907024205,3311,158
-1,63.95863989075743,3131,206
1,0.45055999999999585,1311,215
1,2.989055999999998,1131,220
-1,44.241650422324845,3311,259
-1,69.03627020379992,3131,273
-1,111.29937418649601,3311,383
1,7.039999999999992,3111,430
-1,200.6896660381696,3111,448
1,-35.69214177280001,3131,473
1,-22.456565760000004,3131,228
1,40.612713968959504,3131,294
1,8.0,1131,441
1,115.467776,1131,477
-1,-36.2368,3331,489
1,57.25022208,3331,26
1,34.842976485376006,3331,27
-1,8.0,1311,141
-1,3.988529680220161,1131,142
1,30.963199999999993,1331,147
-1,8.0,3311,338
-1,0.6399999999999935,3131,467
1,8.0,3131,491
-1,0.6399999999999935,3131,272
1,44.256071679999984,3131,450
1,133.68178688,3331,30
1,117.29164288,3331,156
-1,6.4512,1131,362
-1,0.6399999999999935,3131,432
1,83.167208964096,3331,55
-1,3.787385733119997,1311,80
1,153.2015499275896,3331,97
-1,155.24096,3311,173
1,132.7508938752,1131,235
1,94.9738343038976,3331,248
-1,2.0394678419455943,1331,326
1,6.382361197567796,3331,373
-1,8.0,1331,413
-1,3.3494339158015975,3331,54
1,88.06224675768229,3311,107
-1,8.0,3331,182
1,8.0,3331,191
-1,0.6399999999999935,3331,379
1,77.48096,1331,451
-1,36.8512,1311,453
-1,-42.1828550656,3331,459
1,74.67968512,3331,475
-1,8.0,1331,481
1,92.31360653349041,3331,58
-1,8.0,3131,72
-1,-62.8048896,1131,130
-1,8.0,1331,183
-1,8.0,3331,128
-1,2.989055999999998,3131,220
1,153.388494848,3131,251
1,88.0,1331,324
1,-7.623553651635653,3131,337
1,104.06959799730176,1331,366
1,53.045622112256,1111,377
-1,7.039999999999992,3331,393
1,117.44,3331,435
-1,2.0394678419455943,3331,499
1,61.90635008,3331,382
-1,-34.754652569600005,3111,387
-1,1.0630807259866728,3311,89
-1,8.0,3111,237
1,65.06878478062714,1131,286
1,118.77796003840001,1131,485
1,59.8238208,3331,42
1,40.63401984000001,3331,75
-1,0.6399999999999935,3131,154
-1,8.0,3311,84
1,118.667776,1131,134
-1,8.0,1131,442
1,4.002357899301472,3331,487
1,62.88372463882881,3131,86
-1,7.039999999999992,3111,173
-1,6.436044799999998,1331,323
-1,-39.436800000000005,3311,107
1,114.646257664,3331,182
-1,-22.523459066761582,3331,191
1,59.906807938731205,3111,335
1,82.60096,3131,379
1,-44.346112169738255,3311,471
1,80.64,1331,481
-1,8.0,1131,183
-1,7.039999999999992,3111,456
1,85.98458859520001,3131,85
-1,7.039999999999992,1331,128
-1,-0.03025305599999939,3311,138
-1,2.995199999999997,3331,273
-1,-2.6877539924836356,3331,365
-1,0.5631999999999948,1311,415
-1,6.9632000000000005,3311,448
1,-32.96000000000001,1111,77
-1,-3.7012506471301236,3331,93
1,-38.16806400000001,1331,168
-1,-10.8690432,3111,213
-1,89.00095999999999,3111,228
-1,86.7258368,1131,313
1,117.44,3111,455
1,8.0,3131,9
-1,-17.48167838460821,3311,71
1,-25.6,1111,98
1,9.395199999999996,3131,174
1,0.6399999999999935,3111,284
1,-54.591557173248,1131,322
1,9.030164479999996,1111,328
1,0.6399999999999935,3311,73
-1,161.16543981012123,1111,204
-1,155.9526288457728,1331,347
1,110.9632,1131,442
-1,106.6086817792,3111,262
1,8.0,3111,321
1,49.61630208,1111,481
1,0.6399999999999935,3131,130
-1,48.50532778691789,1111,348
-1,108.35241790679979,3311,57
1,-63.255654400000005,1131,85
1,5.944250497383791,1331,119
-1,-62.0605929753486,3311,158
1,10.652934144,3311,259
1,8.0,3131,324
-1,111.03999999999999,1111,383
-1,75.72850807779514,1111,443
-1,52.52333694720715,1111,77
-1,68.4980379648,1111,384
-1,55.445725617531195,1111,455
1,37.44,3331,461
1,8.0,1111,477
-1,-1.7280000000000015,3331,9
1,8.0,3311,67
1,8.0,3111,91
-1,-4.304383999999999,1111,98
1,-110.15916666880001,1131,116
1,88.0,3311,221
-1,12.708181999616002,3131,237
1,28.77790207999999,3131,284
1,37.44,3331,360
1,8.0,3111,385
-1,57.456367801466875,3311,395
1,37.44,3331,491
1,-7.052800000000005,3131,42
-1,4.671999999999997,3131,169
1,52.03714916352,3111,222
-1,106.8622848,1111,302
-1,-23.642171498780634,3111,55
1,37.44,3111,248
-1,166.145536,1111,323
-1,138.526208,3111,321
-1,8.0,1111,438
-1,9.472000000000001,3131,45
-1,-54.71275495849984,3331,138
-1,8.0,3311,197
1,-5.906739200000004,3311,220
1,111.2479358976,1331,251
-1,0.6399999999999935,3311,255
-1,8.0,3331,295
-1,-88.71277775327069,3131,383
1,13.935474278399994,3131,486
1,30.543578536072964,3331,499
1,8.0,1131,77
-1,143.3472,3331,149
1,8.0,3111,160
1,62.951447756799986,3111,306
1,-27.00279647436801,1111,340
1,-41.64864000000001,3131,434
1,8.03093623697572,1111,455
-1,80.64,1111,477
-1,63.347199999999994,1331,4
1,-4.304383999999999,3331,9
-1,117.44,3331,67
-1,137.647616,3111,91
-1,20.008792706252798,3331,181
1,8.0,3331,221
-1,17.133536591913156,3111,385
1,37.44,3331,426
1,44.274306088959996,3131,169
1,3.1915720703999924,3111,199
-1,106.24972799999999,1111,328
-1,124.54911066112,3131,452
1,8.0,3131,30
1,8.0,3111,80
1,-32.96000000000001,3111,86
1,40.5632,1311,54
-1,8.0,3331,66
-1,118.4,3111,131
-1,63.87345407999999,1111,229
1,7.039999999999992,1111,287
-1,3.280104634974208,3311,58
-1,15.745535999999994,3311,165
1,34.66310289457203,3331,195
1,-38.25713561600001,1111,330
1,61.28542688870401,3331,363
-1,51.69031168,3331,125
1,-74.704384,3331,138
1,31.678189861601275,3111,206
-1,174.62770179616496,1311,215
1,12.115602786222077,3111,301
1,8.0,3331,324
1,8.0,3331,337
1,8.0,3311,349
-1,49.410560000000004,1331,365
1,-25.73985792,3131,383
-1,72.94720000000001,3331,415
1,-98.02868912378125,1311,51
-1,-9.984515087945027,1131,77
-1,184.3842048,1131,82
-1,100.75850621116057,3111,160
-1,2.995199999999997,3331,461
1,-56.76560983654401,3311,489
1,8.0,1311,216
-1,161.12990208,3331,221
1,9.3286145458176,3331,230
-1,58.49214566399999,3331,360
1,8.0,3331,395
-1,117.44,3111,423
1,8.0,1111,447
-1,82.99520000000001,3331,491
-1,69.07148288,3131,42
-1,83.5404857344,3131,450
1,-32.96000000000001,1131,38
-1,178.54900501610496,3131,115
1,36.0566344318976,3311,222
-1,167.4436021570765,3311,406
-1,-13.922533362061081,3311,30
-1,86.14553599999998,3311,190
-1,34.46405624627197,3331,241
-1,117.44,3331,302
-1,-16.223021465600006,1311,51
1,49.4423138304,3311,111
1,27.778795423725697,3331,160
1,112.512,3311,252
1,-107.85449866866568,3331,375
1,114.85964288000001,3311,477
1,104.09215999999999,3311,493
1,30.963199999999993,3131,4
1,32.512,1331,14
1,47.81614657621196,3111,23
1,32.512,1331,28
1,105.26976,1331,47
1,110.9632,1131,147
1,90.72990208,3331,150
1,30.963199999999993,3111,203
1,80.64,1331,226
1,-12.752384000000013,3331,237
1,-5.310667985518592,1331,289
1,-51.22209792000002,1111,368
1,80.64,1131,391
1,108.06274195456001,3131,485
1,199.978996170752,1331,76
1,110.9632,1111,263
1,181.7943138304,1111,376
1,88.0,3131,484
1,39.24520328626175,1331,38
1,110.9632,3331,132
-1,9.087985319935996,3131,224
1,110.9632,3331,406
1,80.64,1311,94
1,39.842313830399995,1311,190
1,80.64,1131,347
1,102.70700912640001,3331,352
-1,-37.814784,3311,497
1,85.13536,3131,235
1,159.75919346647044,3131,248
1,110.9632,1331,378
1,80.64,1311,413
1,142.453940224,1131,24
1,71.17928448,1131,61
1,57.647616,3331,153
1,30.963199999999993,1111,161
1,80.64,3111,244
-1,2.9533143039999956,1311,262
1,82.99520000000001,3111,72
1,72.203776,3111,130
1,80.64,1311,253
1,137.647616,1331,280
1,133.3814697984,1331,348
1,80.64,3131,36
1,110.9632,1111,41
-1,2.989055999999998,1111,114
1,77.11034181287937,3311,120
1,67.247616,1131,145
1,80.64,3111,210
-1,6.9632000000000005,3131,227
1,146.84715008,1331,269
1,49.75545106431999,3111,295
1,89.3952,1311,324
1,30.963199999999993,3131,358
1,88.0,1131,364
1,-12.772659200000007,1131,365
1,80.64,3311,420
1,30.963199999999993,3311,435
1,98.21141477640373,3131,65
1,8.0,1311,228
-1,89.44461414400001,3111,419
-1,62.99496856428951,3111,98
1,30.963199999999993,3331,141
-1,27.352692338331956,3131,317
1,5.379809279999996,1311,185
1,48.52636234416128,3131,298
1,2.8646457344,1311,425
-1,116.553314304,3111,484
-1,176.3729516456608,1111,148
-1,9.472000000000001,1331,374
1,23.94706493439999,1131,124
1,8.0,3311,55
-1,64.19533414399999,3111,248
-1,92.22979087761408,1311,191
-1,118.73536000000001,1111,242
-1,139.544064,1111,220
1,30.963199999999993,3311,268
1,88.8832,3131,269
-1,77.00714946734695,1111,364
1,25.02809599999999,1111,365
-1,82.43560448,1111,437
-1,87.60468912891494,1131,473
-1,82.79982079999999,1311,228
1,2.9276160000000004,1331,236
1,1.2596428800000012,1311,477
-1,77.51393279999999,1331,39
-1,80.0512,1111,116
-1,80.64,1331,312
1,151.12558456209408,3111,63
-1,83.50162944,1111,55
1,1.3191167999999962,1111,235
1,0.05119999999999436,1111,348
1,4.1510297245056975,1111,62
-1,80.64,1111,393
1,6.9632000000000005,1111,448
-1,62.0873107515533,3331,464
-1,8.0,1111,33
1,8.883199999999995,1311,341
1,10.828800000000001,1111,384
1,-31.66464,1111,47
1,7.398964002816001,1131,181
-1,42.125596161107566,1311,312
-1,33.035776000000006,1331,112
1,30.963199999999993,3331,497
-1,89.7842261008213,1331,223
1,0.24653823999999958,1331,130
1,6.912327679999997,1311,348
1,4.0575999999999866,1311,393
1,87.78037595340798,3311,228
-1,-40.16310272,1331,29
-1,1.4368358399999934,3331,426
1,-65.932448661504,1311,3
-1,3.0934220799999963,1311,134
1,106.37686534438912,3331,204
1,88.0,1131,362
-1,11.811258761215996,1331,436
-1,0.6399999999999935,1311,108
1,59.79858944,3331,321
1,82.99520000000001,1131,72
-1,1.774121044435212,1331,151
-1,8.883199999999995,3331,166
-1,-34.32294400000001,3331,280
1,91.46777600000001,3131,113
1,10.729902079999995,3111,255
1,87.03999999999999,3331,269
1,85.06777600000001,3111,324
-1,-70.6132992,3131,365
1,-29.775872000000007,1311,490
-1,88.0,3111,33
1,-12.832604160000002,1111,252
1,81.8049394343936,1311,313
1,36.6072832,1311,384
1,111.06142208,3131,302
-1,3.942932479999996,3111,362
-1,89.47200000000001,1311,442
1,-9.182965760000009,1311,24
1,84.75667234719239,3311,175
1,38.070457958400006,3311,225
1,89.3952,3131,321
1,17.464440672188147,1131,45
1,90.822656,1331,72
1,89.33376000000001,3311,448
1,92.4889088,1131,47
1,72.713728,3131,467
-1,88.764514304,1111,484
1,-119.47916890879992,3331,347
-1,11.690894859090001,3111,66
1,9.679237939199993,3111,383
-1,2.863766794928125,1311,433
1,58.31272448,1111,23
1,111.02976,3311,239
1,-28.787814400000002,1331,42
1,130.79386441687907,3311,7
1,89.3952,1331,128
-1,5.067775999999995,1131,415
-1,2.995199999999997,3131,391
-1,1.4368358399999934,3131,426
1,14.51921270043514,3331,7
1,61.40276372464637,3131,361
1,-10.506247847280648,1111,243
-1,0.6399999999999935,3131,324
1,2.9598112144909408,1311,77
-1,88.3273728,3131,493
1,7.65964288,1131,174
1,3.0776110736395808,1331,187
-1,28.157603905536007,1131,385
1,12.675276799999999,3131,465
1,7.151615999999997,1111,134
1,-20.93063972192256,1311,95
-1,67.85787887403139,3111,430
-1,-5.711103162419654,3131,473
-1,5.067775999999995,3311,189
-1,31.039999999999992,1331,356
-1,8.0,3331,225
-1,6.445055999999994,3311,321
-1,4.7709066603003905,3131,197
-1,6.4512,3331,420
1,93.25409727162153,3131,265
1,81.709839321976,3331,174
1,0.6399999999999935,1311,356
-1,77.433208832,3131,130
-1,88.0,3131,409
-1,82.6586958129393,1331,119
-1,8.0,1311,252
1,31.463935999999997,3311,467
-1,106.91989896452344,1111,449
-1,8.0,1331,153
-1,80.7814897664,3311,220
1,30.963199999999993,3331,295
-1,0.6399999999999935,3331,324
-1,2.995199999999997,3131,486
-1,91.01588459840738,3311,392
-1,73.06936251711488,3331,493
-1,117.44,3311,368
1,0.5631999999999948,1131,480
-1,23.530578574207482,3111,86
1,18.637316587520004,3331,390
-1,8.0,1111,478
-1,-15.461980655770219,3331,195
1,2.995199999999997,3331,125
-1,15.745535999999994,1311,210
-1,92.8707829458568,3111,301
-1,-4.9387638292480105,3331,337
1,2.995199999999997,3331,415
-1,117.10513315840001,3131,189
1,6.405149507842154,3111,265
1,-2.4259379200000026,3331,479
-1,110.9632,1311,216
-1,38.956732888712885,3331,230
-1,143.3472,1311,285
1,-32.96000000000001,1331,425
1,2.7665513868364258,3331,342
-1,87.0815744,3131,347
-1,104.19353600000001,3311,326
-1,86.983830634496,3311,413
1,0.6399999999999935,1111,108
1,8.0,3131,335
-1,24.193536,3331,12
1,8.0,3311,105
-1,203.8631030784,3311,143
-1,-43.305483632640005,3331,443
1,72.94720000000001,3331,252
1,88.0,3131,340
-1,56.5605853890738,3131,429
1,84.0832,3331,14
1,6.150224031776766,1331,98
1,8.0,1331,116
-1,111.03999999999999,3131,203
-1,26.492927999999978,3311,285
-1,-12.548257366604211,1331,425
-1,-36.879972086535794,3331,148
1,8.516526079999998,1331,30
-1,7.205826729329225,3131,90
1,76.93655651780199,1331,436
1,8.0,1131,40
1,9.028080828415995,3131,55
1,8.0,3331,167
1,-18.709688319999998,3331,235
1,8.0,3331,300
-1,36.59519999999999,3331,413
-1,186.20807168,3331,107
1,-32.96000000000001,1131,131
1,14.896645734399996,3331,229
-1,8.0,3311,242
-1,8.0,3331,266
1,68.79514840662017,3331,335
-1,-3.4598543359999994,3331,471
-1,117.36380245671936,1331,329
-1,141.952,3111,330
1,16.65356940443648,3311,36
-1,8.0,3331,85
-1,135.868092874752,3311,105
-1,-3.93888890880001,1331,117
-1,8.0,3331,133
-1,8.0,3131,157
-1,8.0,3331,220
-1,8.0,3331,254
-1,8.0,3311,282
1,37.44,3331,316
1,34.60456475394049,1331,377
-1,15.365771447762945,1331,430
-1,37.44,1131,288
-1,-7.012459627079238,3111,265
1,8.0,1311,306
-1,6.000477247313611,3311,307
-1,88.0,1311,341
-1,117.44,3331,354
-1,36.57525382691988,3111,392
-1,-2.8924308684800053,3311,419
-1,113.83827177472,3311,482
-1,59.5629056,3131,14
-1,100.91642879999999,3311,28
-1,27.28275892298653,1331,89
1,44.1371746304,3311,91
-1,88.0,1331,116
-1,80.64,1331,141
1,-32.96000000000001,1311,239
1,-62.49131558010438,3331,247
1,8.0,3331,276
1,69.628650422272,3331,343
1,-32.96000000000001,1311,344
-1,88.0,1311,385
-1,61.92555771075907,3331,137
1,8.0,3331,297
-1,35.80807167999998,3331,376
-1,139.71226938966015,3331,428
1,8.0,3331,224
-1,30.713569019137957,3331,359
-1,-11.845188942158494,3331,361
-1,89.47200000000001,3131,374
-1,-7.052800000000005,3331,22
-1,53.46310307839999,3331,32
-1,140.13302784,1131,112
-1,63.347199999999994,3131,123
-1,-7.052800000000005,3331,134
1,38.4,1331,421
-1,28.153827023912953,3111,487
-1,86.14553599999998,3131,40
1,8.0,3131,80
-1,81.12990208,3331,167
-1,14.782801606722245,3331,201
1,8.0,1331,235
