action,reward,state,ticker
-1,195.4375002297467,1311,394
1,-39.436800000000005,1311,395
1,0.6399999999999935,3331,422
1,-39.436800000000005,1311,447
-1,37.44,3311,467
1,-30.604800000000004,3311,474
-1,106.20807167999999,3331,476
-1,115.80807167999998,1111,485
1,-39.37638400000001,1131,491
1,98.949227446272,3311,498
-1,110.9632,3131,103
-1,145.41384583334212,3111,106
-1,37.44,1311,185
-1,-44.382597120000014,3111,211
-1,57.647616,1111,258
-1,8.0,1311,263
-1,72.94720000000001,1131,297
1,8.0,1311,328
-1,-7.052800000000005,1131,404
-1,110.50008984070672,1311,425
-1,138.2408287274257,3311,450
-1,93.56333224423113,1311,469
1,-14.615758759106974,1131,7
-1,8.0,3111,17
-1,36.268102784213355,3111,75
1,5.870798454682202,3311,115
-1,8.0,1131,154
-1,37.44,3331,214
-1,91.95747925042375,3111,224
-1,47.04,3311,314
1,-71.09907496960001,3331,331
-1,8.0,3131,359
-1,-7.052800000000005,1331,463
-1,8.0,3131,465
1,47.27655383039999,3131,32
-1,8.0,1331,56
1,-39.37638400000001,3311,129
1,70.83166843078389,3311,246
-1,109.62584775359988,3311,250
-1,95.92387910218721,1111,299
-1,-33.80480000000001,3331,332
-1,8.0,3131,352
1,7.039999999999992,3311,400
1,-22.9972992,1131,421
1,77.8984101932171,3331,424
-1,8.0,3311,494
-1,4.044375228415987,3311,55
-1,-32.96000000000001,1131,86
-1,68.0944157234507,1331,96
-1,8.0,3311,167
-1,50.50483799088451,3131,205
-1,118.4,1111,311
-1,-32.96000000000001,1311,323
-1,-12.708253696000014,1331,373
-1,8.0,1131,49
-1,80.10905600000001,1111,61
-1,8.0,1311,95
-1,8.0,1331,104
-1,14.168768335052796,1111,108
1,13.640771303631773,3331,140
-1,142.6866499158016,1311,177
-1,202.03059748947652,1111,180
-1,8.0,1311,244
-1,125.89867534862255,1111,287
-1,8.0,1311,60
-1,15.559526886221214,3311,68
-1,111.03999999999999,3311,130
-1,8.0,1131,166
1,37.44,1131,363
-1,28.384735952895994,3111,444
-1,8.0,1331,457
-1,8.0,1111,468
-1,8.0,1131,36
-1,27.53907965951999,1131,85
-1,87.03999999999999,3111,99
-1,0.6399999999999935,1131,117
-1,3.674828799999993,1111,138
-1,244.27414293153313,3311,172
-1,80.64,3131,217
-1,112.704,3111,227
-1,144.75687056762268,3111,240
-1,164.91776,1111,255
-1,8.0,3311,268
-1,133.51544012800002,3111,316
1,-39.436800000000005,3111,349
-1,8.0,1111,365
-1,122.6232864458125,3311,377
-1,116.44167978755293,3111,414
-1,8.0,3111,435
1,9.472000000000001,1131,473
-1,-110.98228572160002,3111,486
-1,95.74553599999999,1111,51
1,8.0,3111,10
-1,117.551616,1331,20
-1,168.95020275076578,3111,65
-1,152.49571057724,3111,136
-1,108.13954834431999,3111,149
-1,60.66862080000001,3311,194
1,-26.087957616136713,3311,208
-1,143.92162481251034,1111,265
-1,-0.6528000000000063,3131,294
-1,50.854716342272,3331,305
-1,-2.0038166351708213,1111,340
-1,104.787554304,1111,341
1,56.701784063999995,3311,356
-1,125.10594421789759,1111,380
-1,109.60934473265239,1111,387
1,-8.1333149696,1111,399
1,1.5887543627328569,3331,412
-1,167.0115741073408,1111,419
1,-65.98383616,3331,434
-1,149.617521688576,3311,441
-1,38.057676799999996,3111,455
-1,7.393343078400001,1311,477
1,8.0,1131,5
1,-39.59195648000001,1311,26
-1,15.332116294323384,1311,28
1,0.6399999999999935,1111,29
1,0.6399999999999935,1331,39
1,-9.330850139121246,3331,71
-1,-0.8883320848384102,3111,79
1,-32.96000000000001,1331,88
-1,37.44,3331,98
1,8.0,1111,116
-1,139.93216,3131,150
1,-16.128425033728007,1111,170
1,8.0,3111,196
1,8.0,3331,226
-1,87.03999999999999,3311,230
-1,156.94804500204776,1111,232
1,-105.6118726656,3311,247
-1,-13.20294400000001,3311,284
1,-39.37638400000001,1111,286
1,112.03382642578818,3331,317
1,-78.49214315724801,3111,343
1,-32.859179417600004,3331,357
1,8.0,3311,360
1,-90.14382928633316,1331,391
-1,211.35195855720235,1131,423
-1,95.74553599999999,3111,467
1,88.48786601961064,3111,470
-1,72.94720000000001,1311,474
-1,-12.5313664609954,3111,498
1,-39.436800000000005,3131,43
1,-39.16134400000001,3331,103
1,110.43579501243272,3131,106
-1,-7.052800000000005,1131,169
1,8.0,3331,185
-1,8.494344783713736,3111,199
-1,90.27934207999999,3311,211
-1,-7.052800000000005,3131,298
-1,62.18079080295276,3111,328
1,0.12440453119999972,3111,480
-1,60.66862080000001,1111,3
-1,165.5936,1311,171
1,-39.40413849600001,1111,222
1,7.0271999999999935,1331,275
1,8.0,1331,312
1,7.039999999999992,3131,359
1,8.0,3131,407
-1,65.9514368,1131,465
1,8.0,3111,8
-1,67.02429618386273,1111,13
1,88.0,1331,56
-1,50.1632,3311,73
-1,220.36209584352474,3111,246
1,0.6399999999999935,3311,250
-1,67.88683797931125,3131,342
-1,92.4059035460891,1331,403
1,8.0,3131,421
-1,156.38151388979435,1311,436
-1,-26.143928320000008,1331,496
-1,11.673599999999993,1111,86
-1,60.635063124453055,3131,184
-1,14.534034227200003,1111,235
-1,109.64735999999999,1111,248
-1,88.0,3111,300
-1,118.4,1331,24
-1,132.502307407711,3111,108
-1,37.160959999999996,1311,131
-1,166.0177773297035,3111,182
1,8.0,1111,278
-1,69.34534307839999,3311,320
-1,113.1447771538653,1111,379
-1,140.82472025953285,3331,466
-1,33.530854046815,3331,45
-1,37.44,1331,72
1,8.0,3331,130
1,-24.545446114099207,1111,195
-1,-16.033361920000004,3131,329
-1,113.73377994751999,3131,333
-1,170.5739264,1311,336
-1,-0.3115130880000052,1311,483
1,-74.69319372800001,3311,59
-1,174.6634852682505,1111,62
1,8.0,1311,83
1,-78.49214315724801,1311,92
1,29.406483642429272,1311,119
-1,116.12371541426172,3111,120
-1,137.02358722263568,3311,139
1,0.6399999999999935,3311,172
1,-39.37638400000001,3331,188
-1,118.68984847761408,1111,197
1,-39.436800000000005,3111,212
1,74.94458773910452,1331,215
1,-39.37638400000001,3331,217
1,3.873444312660908,3331,219
1,8.0,1111,220
1,8.0,3111,240
1,8.0,1131,251
1,-39.436800000000005,3111,254
1,36.2589282304,3331,260
-1,155.33593691769437,1111,261
1,-47.12108597837825,3311,267
1,8.0,1131,269
1,73.81373678926647,3331,281
1,3.873444312660908,1111,282
-1,161.32815962388622,3311,315
1,160.14330442584378,3331,339
-1,110.9632,1131,358
-1,25.020761384756447,3111,364
1,-74.60288512000001,3331,366
-1,80.64,3331,377
1,8.0,1111,383
-1,117.44,3331,396
1,0.6399999999999935,3111,437
1,-39.37638400000001,3331,439
1,0.6399999999999935,1111,443
-1,37.44,1111,448
1,0.6399999999999935,1111,490
-1,-85.07100687127021,3331,389
-1,87.03999999999999,1131,408
-1,119.95885453312,3331,20
-1,-6.443462656000001,3311,93
1,-17.0811720269824,1111,149
-1,-31.201734656000006,1111,152
-1,-7.636661008544557,1331,163
-1,40.033849344,3331,168
-1,201.5832035084962,3311,208
-1,-31.3602405761024,3311,213
-1,34.99775999999999,1111,228
-1,110.32379969110016,1331,236
1,-52.480000000000004,1331,252
-1,2.995199999999997,3331,277
1,79.263330304,3331,294
-1,8.0,3111,306
1,26.4912142063285,3331,307
-1,37.44,1331,340
-1,52.14122277354785,3311,387
1,8.0,1111,441
-1,72.00336737075199,1131,5
1,-72.13160641714568,3111,9
-1,108.85174671887565,3311,23
-1,39.872,3331,27
1,-32.960884736000004,1131,29
1,-60.38838092061738,1131,39
1,-32.96000000000001,3111,67
-1,-8.189440000000012,1331,88
-1,0.6399999999999935,3111,116
-1,40.5632,1111,170
-1,-10.8690432,1131,181
1,-6.146278189964605,3331,187
-1,152.027869184,3111,196
1,-50.12074947325212,3111,221
-1,0.6399999999999935,3331,226
1,8.0,3131,239
-1,81.86385423681546,1331,271
-1,-39.97030400000001,3331,284
1,8.0,1111,285
1,52.903890890729414,3331,290
1,64.40820796456792,3311,292
1,-14.788910874624008,3331,322
-1,82.371143237632,3331,357
-1,30.963199999999993,3311,360
1,-25.585453790716457,3331,372
-1,-26.184665460899843,1111,385
1,-69.00480000000002,3331,391
-1,37.44,1111,397
-1,38.4,3311,426
-1,76.591616,1131,42
-1,62.635813008834546,3331,185
-1,-4.212224000000006,3131,297
-1,-7.052800000000005,3331,298
1,-37.36422400000001,1131,404
1,-150.03933956042005,3311,452
1,53.15222073549599,3311,469
-1,37.44,3131,480
1,17.014356778947864,1111,488
-1,-10.928517120000002,3331,64
-1,0.6399999999999935,1331,275
1,8.0,1311,312
-1,108.85266266237613,3131,407
1,-6.398875411624751,1331,463
-1,130.03224897683455,3111,8
-1,8.0,1131,56
-1,166.145536,3131,179
-1,25.118265343999994,1111,202
1,-68.854018048,1311,256
1,16.627200000000002,3311,299
-1,-73.95774015116149,3331,400
-1,132.53376,3131,421
1,82.60096,1331,424
-1,8.0,3331,497
1,29.365200317841406,3111,40
1,-57.3919678661969,3331,96
1,-7.146653738598403,1111,173
1,17.468531372122214,3331,184
1,54.677716247761396,3331,200
1,0.6399999999999935,1331,223
-1,24.193536,3311,300
-1,31.039999999999992,3331,311
1,62.8226073755648,1311,323
1,82.97773075786509,1311,326
1,-73.37445679842921,1331,373
-1,-9.408000000000008,3311,54
1,8.116390298030026,3311,81
1,54.842961355263164,3131,140
-1,137.71519999999998,1111,278
-1,37.44,3131,466
-1,53.46310307839999,3111,475
-1,148.86656,1311,72
-1,71.75431110656,1331,130
-1,97.04160882899951,1131,151
1,58.26415407814214,3131,155
1,112.37401462089912,1311,165
1,75.98953653391251,1131,329
-1,104.93696,3111,336
-1,37.44,3311,456
-1,-10.928517120000002,1331,12
-1,144.26374459993622,1311,83
-1,57.391820800000005,3311,99
1,-74.704384,3111,105
-1,117.3632,1111,126
