alpha,cash,dix,gamma,i_value,index,p_value,simrun,time
0.1,0.0,13746,0.8,1119022296,SP500_50,1094585414.0,1,1468479600
0.1,0.0,13747,0.8,1120827522,SP500_50,1096277022.0,1,1468566000
0.1,0.0,13748,0.8,1120745718,SP500_50,1096561227.0,1,1468825200
0.1,0.0,13749,0.8,1116688024,SP500_50,1093278869.0,1,1468911600
0.1,0.0,13750,0.8,1115779457,SP500_50,1092699921.0,1,1468998000
0.1,0.0,13751,0.8,1110889693,SP500_50,1087129476.0,1,1469084400
0.1,467696533.0,13752,0.8,1125624189,SP500_50,632449928.0,1,1469170800
0.1,30904102.0,13753,0.8,1120821313,SP500_50,1066216650.0,1,1469430000
0.1,90131.0,13754,0.8,1104146933,SP500_50,1081331323.0,1,1469516400
0.1,7.0,13755,0.8,1111226337,SP500_50,1086298900.0,1,1469602800
0.1,2.0,13756,0.8,1103861659,SP500_50,1077861000.0,1,1469689200
0.1,391854054.0,13757,0.8,1118491785,SP500_50,700202130.0,1,1469775600
0.1,0.0,13758,0.8,1107754913,SP500_50,1088459008.0,1,1470034800
0.1,0.0,13759,0.8,1101702227,SP500_50,1081984862.0,1,1470121200
0.1,5.0,13760,0.8,1100781677,SP500_50,1081324010.0,1,1470207600
0.1,4645108.0,13761,0.8,1099995570,SP500_50,1075888453.0,1,1470294000
0.1,23487757.0,13762,0.8,1098247536,SP500_50,1055009218.0,1,1470380400
0.1,2023.0,13763,0.8,1096192700,SP500_50,1075838429.0,1,1470639600
0.1,9.0,13764,0.8,1098662913,SP500_50,1078155042.0,1,1470726000
0.1,38.0,13765,0.8,1101610095,SP500_50,1081344333.0,1,1470812400
0.1,38.0,13766,0.8,1104388417,SP500_50,1084337167.0,1,1470898800
0.1,38.0,13767,0.8,1100308295,SP500_50,1080201752.0,1,1470985200
0.1,4.0,13768,0.8,1096756529,SP500_50,1076577772.0,1,1471244400
0.1,37.0,13769,0.8,1074410407,SP500_50,1054380867.0,1,1471330800
0.1,85.0,13770,0.8,1075993743,SP500_50,1056216754.0,1,1471417200
0.1,12235012.0,13771,0.8,1067490485,SP500_50,1035264306.0,1,1471503600
0.1,39.0,13772,0.8,1058395862,SP500_50,1038446354.0,1,1471590000
0.1,39.0,13773,0.8,1058117569,SP500_50,1038224770.0,1,1471849200
0.1,39.0,13774,0.8,1058629288,SP500_50,1038560304.0,1,1471935600
0.1,39.0,13775,0.8,1058313465,SP500_50,1037983952.0,1,1472022000
0.1,39.0,13776,0.8,1062608174,SP500_50,1042553054.0,1,1472108400
0.1,39.0,13777,0.8,1051205172,SP500_50,1031008188.0,1,1472194800
0.1,441495307.0,13778,0.8,1059347991,SP500_50,596634543.0,1,1472454000
0.1,270530.0,13779,0.8,1055982369,SP500_50,1037628351.0,1,1472540400
0.1,384521179.0,13780,0.8,1055703252,SP500_50,652912068.0,1,1472626800
0.1,1747828.0,13781,0.8,1058519792,SP500_50,1036729080.0,1,1472713200
0.1,451165368.0,13782,0.8,1061730681,SP500_50,596669457.0,1,1472799600
0.1,392318971.0,13783,0.8,1071321517,SP500_50,659170166.0,1,1473145200
0.1,392318917.0,13784,0.8,1073920481,SP500_50,660112483.0,1,1473231600
0.1,392318970.0,13785,0.8,1071936924,SP500_50,658866723.0,1,1473318000
0.1,392318918.0,13786,0.8,1035292905,SP500_50,636444233.0,1,1473404400
0.1,392318970.0,13787,0.8,1056006086,SP500_50,651480424.0,1,1473663600
0.1,392318970.0,13788,0.8,1035173271,SP500_50,639071845.0,1,1473750000
0.1,392318970.0,13789,0.8,1033996677,SP500_50,637596814.0,1,1473836400
0.1,34.0,13790,0.8,1045205489,SP500_50,1037767402.0,1,1473922800
0.1,34.0,13791,0.8,1040724874,SP500_50,1033406545.0,1,1474009200
0.1,388956047.0,13792,0.8,1033765441,SP500_50,640322758.0,1,1474268400
0.1,27.0,13793,0.8,1031694687,SP500_50,1025210496.0,1,1474354800
0.1,79.0,13794,0.8,1044861590,SP500_50,1038402545.0,1,1474441200
0.1,397568352.0,13795,0.8,1056569221,SP500_50,652697065.0,1,1474527600
0.1,397568352.0,13796,0.8,1060416353,SP500_50,654698126.0,1,1474614000
0.1,7.0,13797,0.8,1054668719,SP500_50,1048306507.0,1,1474873200
0.1,396375647.0,13798,0.8,1061677590,SP500_50,656208284.0,1,1474959600
0.1,8.0,13799,0.8,1044646413,SP500_50,1041244157.0,1,1475046000
0.1,8.0,13800,0.8,1042392971,SP500_50,1038437118.0,1,1475132400
0.1,8.0,13801,0.8,1039274568,SP500_50,1035580742.0,1,1475218800
0.1,394652896.0,13802,0.8,1040232972,SP500_50,639859172.0,1,1475478000
0.1,2878597.0,13803,0.8,1023001387,SP500_50,1026408452.0,1,1475564400
0.1,2898.0,13804,0.8,1011120005,SP500_50,1018157180.0,1,1475650800
0.1,32.0,13805,0.8,1010271589,SP500_50,1017433444.0,1,1475737200
0.1,32.0,13806,0.8,1006266150,SP500_50,1013469508.0,1,1475823600
0.1,14091204.0,13807,0.8,1010394402,SP500_50,1003369110.0,1,1476082800
0.1,31.0,13808,0.8,1008250365,SP500_50,1015663812.0,1,1476169200
0.1,31.0,13809,0.8,1013957966,SP500_50,1021960012.0,1,1476255600
0.1,31.0,13810,0.8,1013955907,SP500_50,1021968680.0,1,1476342000
0.1,31.0,13811,0.8,1012633690,SP500_50,1020169844.0,1,1476428400
0.1,31.0,13812,0.8,1014404175,SP500_50,1022179439.0,1,1476687600
0.1,31.0,13813,0.8,1016306133,SP500_50,1023344324.0,1,1476774000
0.1,31.0,13814,0.8,1018362127,SP500_50,1025329610.0,1,1476860400
0.1,31.0,13815,0.8,998145186,SP500_50,1004521305.0,1,1476946800
0.1,2.0,13816,0.8,975328350,SP500_50,981660460.0,1,1477033200
0.1,80.0,13817,0.8,967792035,SP500_50,973919297.0,1,1477292400
0.1,369499595.0,13818,0.8,962412653,SP500_50,597369160.0,1,1477378800
0.1,817939702.0,13819,0.8,956869147,SP500_50,145831137.0,1,1477465200
0.1,3442387.0,13820,0.8,973220724,SP500_50,974932332.0,1,1477551600
0.1,6135.0,13821,0.8,970759782,SP500_50,977162994.0,1,1477638000
0.1,64.0,13822,0.8,970478544,SP500_50,974415277.0,1,1477897200
0.1,28.0,13823,0.8,960137934,SP500_50,962002865.0,1,1477983600
0.1,425526992.0,13824,0.8,947980548,SP500_50,525712807.0,1,1478070000
0.1,10701413.0,13713,0.8,1010005791,SP500_50,995080823.0,2,1464246000
0.1,118201.0,13714,0.8,1016230844,SP500_50,1012208979.0,2,1464332400
0.1,42.0,13715,0.8,1021274985,SP500_50,1017033019.0,2,1464678000
0.1,42.0,13716,0.8,1010906816,SP500_50,1006242366.0,2,1464764400
0.1,42.0,13717,0.8,1015979720,SP500_50,1009512558.0,2,1464850800
0.1,42.0,13718,0.8,1021908395,SP500_50,1018534531.0,2,1464937200
0.1,42.0,13719,0.8,1021512965,SP500_50,1021252473.0,2,1465196400
0.1,42.0,13720,0.8,1036764758,SP500_50,1032517141.0,2,1465282800
0.1,42.0,13721,0.8,1035405049,SP500_50,1033679038.0,2,1465369200
0.1,30638198.0,13722,0.8,1041682574,SP500_50,1015155959.0,2,1465455600
0.1,36.0,13723,0.8,1050331446,SP500_50,1057010053.0,2,1465542000
0.1,4635323.0,13724,0.8,1046615218,SP500_50,1060168669.0,2,1465801200
0.1,1.0,13725,0.8,1052206088,SP500_50,1069800401.0,2,1465887600
0.1,1.0,13726,0.8,1050396419,SP500_50,1067521533.0,2,1465974000
0.1,1.0,13727,0.8,1058827911,SP500_50,1072799048.0,2,1466060400
0.1,1.0,13728,0.8,1065058434,SP500_50,1079168081.0,2,1466146800
0.1,1.0,13729,0.8,1066040565,SP500_50,1080506074.0,2,1466406000
0.1,13010.0,13730,0.8,1073519467,SP500_50,1088202559.0,2,1466492400
0.1,9.0,13731,0.8,1075397811,SP500_50,1094276313.0,2,1466578800
0.1,4.0,13732,0.8,1089639190,SP500_50,1109633391.0,2,1466665200
0.1,1.0,13733,0.8,1079317318,SP500_50,1100115327.0,2,1466751600
0.1,2.0,13734,0.8,1085363585,SP500_50,1113595644.0,2,1467010800
0.1,2.0,13735,0.8,1088815004,SP500_50,1113339419.0,2,1467097200
0.1,2.0,13736,0.8,1099626129,SP500_50,1127078208.0,2,1467183600
0.1,2.0,13737,0.8,1116503045,SP500_50,1144821837.0,2,1467270000
0.1,2.0,13738,0.8,1123974666,SP500_50,1151715222.0,2,1467356400
0.1,9.0,13739,0.8,1123526279,SP500_50,1148536037.0,2,1467702000
0.1,9.0,13740,0.8,1125052689,SP500_50,1154701777.0,2,1467788400
0.1,29.0,13741,0.8,1107143896,SP500_50,1133481824.0,2,1467874800
0.1,29.0,13742,0.8,1117841176,SP500_50,1141799709.0,2,1467961200
0.1,29.0,13743,0.8,1116938354,SP500_50,1139135318.0,2,1468220400
0.1,29.0,13744,0.8,1113492008,SP500_50,1136425120.0,2,1468306800
0.1,601286.0,13745,0.8,1121888998,SP500_50,1150720311.0,2,1468393200
0.1,31.0,13746,0.8,1123653262,SP500_50,1149784191.0,2,1468479600
0.1,31.0,13747,0.8,1125465958,SP500_50,1149983073.0,2,1468566000
0.1,31.0,13748,0.8,1125383815,SP500_50,1150750364.0,2,1468825200
0.1,2.0,13749,0.8,1121309329,SP500_50,1145328089.0,2,1468911600
0.1,990035147.0,13750,0.8,1120397002,SP500_50,150329326.0,2,1468998000
0.1,24337.0,13751,0.8,1115487002,SP500_50,1138713247.0,2,1469084400
0.1,54552943.0,13752,0.8,1130282475,SP500_50,1099628919.0,2,1469170800
0.1,1.0,13753,0.8,1125459723,SP500_50,1149025700.0,2,1469430000
0.1,14.0,13754,0.8,1108716338,SP500_50,1134309834.0,2,1469516400
0.1,4.0,13755,0.8,1115825039,SP500_50,1139013730.0,2,1469602800
0.1,4.0,13756,0.8,1108429883,SP500_50,1131653705.0,2,1469689200
0.1,85503313.0,13757,0.8,1123120554,SP500_50,1063208055.0,2,1469775600
0.1,4.0,13758,0.8,1112339249,SP500_50,1144157560.0,2,1470034800
0.1,4.0,13759,0.8,1106261515,SP500_50,1140798552.0,2,1470121200
0.1,96495663.0,13760,0.8,1105337155,SP500_50,1044295795.0,2,1470207600
0.1,25142.0,13761,0.8,1104547795,SP500_50,1138612985.0,2,1470294000
0.1,91164541.0,13762,0.8,1102792527,SP500_50,1048289332.0,2,1470380400
0.1,91164541.0,13763,0.8,1100729187,SP500_50,1044959325.0,2,1470639600
0.1,134746699.0,13764,0.8,1103209623,SP500_50,1004789070.0,2,1470726000
0.1,91488509.0,13765,0.8,1106169002,SP500_50,1050663923.0,2,1470812400
0.1,134546059.0,13766,0.8,1108958822,SP500_50,1011512564.0,2,1470898800
0.1,91273909.0,13767,0.8,1104861814,SP500_50,1051732887.0,2,1470985200
0.1,3.0,13768,0.8,1101295349,SP500_50,1137384287.0,2,1471244400
0.1,90613026.0,13769,0.8,1078856750,SP500_50,1020537141.0,2,1471330800
0.1,90613026.0,13770,0.8,1080446638,SP500_50,1017888343.0,2,1471417200
0.1,34291.0,13771,0.8,1071908191,SP500_50,1098189005.0,2,1471503600
0.1,34344.0,13772,0.8,1062775930,SP500_50,1088715448.0,2,1471590000
0.1,89974049.0,13773,0.8,1062496485,SP500_50,997126133.0,2,1471849200
0.1,41.0,13774,0.8,1063010322,SP500_50,1086846018.0,2,1471935600
0.1,41.0,13775,0.8,1062693192,SP500_50,1087598288.0,2,1472022000
0.1,89857759.0,13776,0.8,1067005675,SP500_50,1001833781.0,2,1472108400
0.1,89857759.0,13777,0.8,1055555483,SP500_50,992581441.0,2,1472194800
0.1,130931422.0,13778,0.8,1063731999,SP500_50,958874246.0,2,1472454000
0.1,76534290.0,13779,0.8,1060352449,SP500_50,1011881862.0,2,1472540400
0.1,3.0,13780,0.8,1060072178,SP500_50,1087569463.0,2,1472626800
0.1,91680140.0,13781,0.8,1062900373,SP500_50,998220612.0,2,1472713200
0.1,132339766.0,13782,0.8,1066124550,SP500_50,958470914.0,2,1472799600
0.1,90627630.0,13783,0.8,1075755077,SP500_50,1006309230.0,2,1473145200
0.1,132554175.0,13784,0.8,1078364796,SP500_50,965411736.0,2,1473231600
0.1,132554175.0,13785,0.8,1076373031,SP500_50,963563776.0,2,1473318000
0.1,19.0,13786,0.8,1039577364,SP500_50,1062066648.0,2,1473404400
0.1,132935031.0,13787,0.8,1060376264,SP500_50,952585355.0,2,1473663600
0.1,132935031.0,13788,0.8,1039457235,SP500_50,934890370.0,2,1473750000
0.1,92728281.0,13789,0.8,1038275772,SP500_50,973564588.0,2,1473836400
0.1,44.0,13790,0.8,1049530971,SP500_50,1078761661.0,2,1473922800
0.1,91391425.0,13791,0.8,1045031813,SP500_50,980980655.0,2,1474009200
0.1,91391425.0,13792,0.8,1038043579,SP500_50,978821787.0,2,1474268400
0.1,91391425.0,13793,0.8,1035964255,SP500_50,974786909.0,2,1474354800
0.1,133260859.0,13794,0.8,1049185648,SP500_50,947861702.0,2,1474441200
0.1,133260859.0,13795,0.8,1060941730,SP500_50,958217019.0,2,1474527600
0.1,91623757.0,13796,0.8,1064804783,SP500_50,1003879644.0,2,1474614000
0.1,20.0,13797,0.8,1059033363,SP500_50,1091302311.0,2,1474873200
0.1,133267972.0,13798,0.8,1066071239,SP500_50,965358807.0,2,1474959600
0.1,133267972.0,13799,0.8,1048969581,SP500_50,942171682.0,2,1475046000
0.1,92644567.0,13800,0.8,1046706813,SP500_50,978630242.0,2,1475132400
0.1,92644567.0,13801,0.8,1043575505,SP500_50,975852397.0,2,1475218800
0.1,92644567.0,13802,0.8,1044537875,SP500_50,978915006.0,2,1475478000
0.1,92644567.0,13803,0.8,1027234979,SP500_50,959052436.0,2,1475564400
0.1,92063.0,13804,0.8,1015304427,SP500_50,1045948863.0,2,1475650800
0.1,92715716.0,13805,0.8,1014452500,SP500_50,952343909.0,2,1475737200
0.1,826034.0,13806,0.8,1010430484,SP500_50,1040390667.0,2,1475823600
0.1,148311808.0,13807,0.8,1014575821,SP500_50,896138042.0,2,1476082800
0.1,144725364.0,13808,0.8,1012422911,SP500_50,901251871.0,2,1476169200
0.1,144725364.0,13809,0.8,1018154132,SP500_50,906080181.0,2,1476255600
0.1,100276918.0,13810,0.8,1018152065,SP500_50,951275860.0,2,1476342000
0.1,144515363.0,13811,0.8,1016824376,SP500_50,904733651.0,2,1476428400
0.1,99923146.0,13812,0.8,1018602188,SP500_50,950149759.0,2,1476687600
0.1,99923146.0,13813,0.8,1020512017,SP500_50,954077603.0,2,1476774000
0.1,707716.0,13814,0.8,1022576520,SP500_50,1057219396.0,2,1476860400
0.1,707668.0,13815,0.8,1002275913,SP500_50,1038387930.0,2,1476946800
0.1,628995810.0,13816,0.8,979364652,SP500_50,368435033.0,2,1477033200
0.1,22.0,13817,0.8,971797149,SP500_50,996729068.0,2,1477292400
0.1,55884116.0,13818,0.8,966395504,SP500_50,934814198.0,2,1477378800
0.1,42566647.0,13819,0.8,960829057,SP500_50,941680358.0,2,1477465200
0.1,94563568.0,13820,0.8,977248304,SP500_50,900236507.0,2,1477551600
0.1,55812946.0,13821,0.8,974777178,SP500_50,946741034.0,2,1477638000
0.1,79830286.0,13822,0.8,974494775,SP500_50,925776431.0,2,1477897200
0.1,55195767.0,13823,0.8,964111371,SP500_50,943380436.0,2,1477983600
0.1,92899263.0,13824,0.8,951903674,SP500_50,898119899.0,2,1478070000
0.1,4908236.0,13713,0.8,1014185602,SP500_50,1000900242.0,3,1464246000
0.1,453825057.0,13714,0.8,1020436417,SP500_50,559121597.0,3,1464332400
0.1,439175411.0,13715,0.8,1025501432,SP500_50,576568778.0,3,1464678000
0.1,324369.0,13716,0.8,1015090356,SP500_50,1009203147.0,3,1464764400
0.1,475807858.0,13717,0.8,1020184253,SP500_50,536848092.0,3,1464850800
0.1,413615267.0,13718,0.8,1026137463,SP500_50,604123200.0,3,1464937200
0.1,444039122.0,13719,0.8,1025740398,SP500_50,575332797.0,3,1465196400
0.1,444039122.0,13720,0.8,1041055309,SP500_50,581719754.0,3,1465282800
0.1,391772640.0,13721,0.8,1039689973,SP500_50,634924375.0,3,1465369200
0.1,443618178.0,13722,0.8,1045993476,SP500_50,585338465.0,3,1465455600
0.1,40.0,13723,0.8,1054678141,SP500_50,1032792451.0,3,1465542000
0.1,507403716.0,13724,0.8,1050946534,SP500_50,524191314.0,3,1465801200
0.1,390972002.0,13725,0.8,1056560540,SP500_50,643004082.0,3,1465887600
0.1,390972002.0,13726,0.8,1054743383,SP500_50,642792095.0,3,1465974000
0.1,390972002.0,13727,0.8,1063209767,SP500_50,645665373.0,3,1466060400
0.1,372488499.0,13728,0.8,1069466075,SP500_50,667519036.0,3,1466146800
0.1,454004668.0,13729,0.8,1070452270,SP500_50,587457759.0,3,1466406000
0.1,424149305.0,13730,0.8,1077962123,SP500_50,621915572.0,3,1466492400
0.1,391664073.0,13731,0.8,1079848241,SP500_50,656410890.0,3,1466578800
0.1,423762020.0,13732,0.8,1094148556,SP500_50,633519307.0,3,1466665200
0.1,504862661.0,13733,0.8,1083783968,SP500_50,541538277.0,3,1466751600
0.1,438140600.0,13734,0.8,1089855257,SP500_50,614092398.0,3,1467010800
0.1,367579324.0,13735,0.8,1093320959,SP500_50,685828892.0,3,1467097200
0.1,420869065.0,13736,0.8,1104176825,SP500_50,643804554.0,3,1467183600
0.1,440056578.0,13737,0.8,1121123585,SP500_50,635124161.0,3,1467270000
0.1,384802709.0,13738,0.8,1128626126,SP500_50,695178749.0,3,1467356400
0.1,384802709.0,13739,0.8,1128175883,SP500_50,690884415.0,3,1467702000
0.1,4558798.0,13740,0.8,1129708610,SP500_50,1081608414.0,3,1467788400
0.1,445208553.0,13741,0.8,1111725703,SP500_50,629010489.0,3,1467874800
0.1,36.0,13742,0.8,1122467253,SP500_50,1081617168.0,3,1467961200
0.1,455604965.0,13743,0.8,1121560695,SP500_50,622057158.0,3,1468220400
0.1,455604965.0,13744,0.8,1118100086,SP500_50,621568780.0,3,1468306800
0.1,436216658.0,13745,0.8,1126531826,SP500_50,643614505.0,3,1468393200
0.1,377507013.0,13746,0.8,1128303391,SP500_50,705740274.0,3,1468479600
0.1,377507013.0,13747,0.8,1130123589,SP500_50,707707454.0,3,1468566000
0.1,439723636.0,13748,0.8,1130041107,SP500_50,643930745.0,3,1468825200
0.1,384110427.0,13749,0.8,1125949759,SP500_50,697406132.0,3,1468911600
0.1,384110427.0,13750,0.8,1125033657,SP500_50,697496183.0,3,1468998000
0.1,440248388.0,13751,0.8,1120103337,SP500_50,638821761.0,3,1469084400
0.1,384395128.0,13752,0.8,1134960039,SP500_50,703364974.0,3,1469170800
0.1,440062777.0,13753,0.8,1130117328,SP500_50,644226541.0,3,1469430000
0.1,384735109.0,13754,0.8,1113304653,SP500_50,691900910.0,3,1469516400
0.1,384735109.0,13755,0.8,1120442773,SP500_50,693358910.0,3,1469602800
0.1,384735109.0,13756,0.8,1113017012,SP500_50,689373817.0,3,1469689200
0.1,441133669.0,13757,0.8,1127768480,SP500_50,643369392.0,3,1469775600
0.1,385280848.0,13758,0.8,1116942557,SP500_50,696970921.0,3,1470034800
0.1,435844331.0,13759,0.8,1110839671,SP500_50,643578416.0,3,1470121200
0.1,393779107.0,13760,0.8,1109911486,SP500_50,685502460.0,3,1470207600
0.1,428201059.0,13761,0.8,1109118859,SP500_50,649368874.0,3,1470294000
0.1,389303291.0,13762,0.8,1107356327,SP500_50,689422508.0,3,1470380400
0.1,389303291.0,13763,0.8,1105284448,SP500_50,688172307.0,3,1470639600
0.1,449463485.0,13764,0.8,1107775149,SP500_50,630148109.0,3,1470726000
0.1,389791136.0,13765,0.8,1110746775,SP500_50,691350180.0,3,1470812400
0.1,449186718.0,13766,0.8,1113548140,SP500_50,634224047.0,3,1470898800
0.1,389526252.0,13767,0.8,1109434177,SP500_50,691787832.0,3,1470985200
0.1,2.0,13768,0.8,1105852953,SP500_50,1078563153.0,3,1471244400
0.1,384504040.0,13769,0.8,1083321494,SP500_50,671968336.0,3,1471330800
0.1,384504040.0,13770,0.8,1084917962,SP500_50,670101905.0,3,1471417200
0.1,384504040.0,13771,0.8,1076344178,SP500_50,663698284.0,3,1471503600
0.1,384504040.0,13772,0.8,1067174125,SP500_50,658102947.0,3,1471590000
0.1,384504040.0,13773,0.8,1066893524,SP500_50,657247152.0,3,1471849200
0.1,384504040.0,13774,0.8,1067409487,SP500_50,657399136.0,3,1471935600
0.1,384504040.0,13775,0.8,1067091045,SP500_50,658070576.0,3,1472022000
0.1,384504040.0,13776,0.8,1071421374,SP500_50,660622312.0,3,1472108400
0.1,384504040.0,13777,0.8,1059923797,SP500_50,654507020.0,3,1472194800
0.1,441497929.0,13778,0.8,1068134151,SP500_50,602073958.0,3,1472454000
0.1,365189176.0,13779,0.8,1064740615,SP500_50,678057212.0,3,1472540400
0.1,44.0,13780,0.8,1064459183,SP500_50,1043450270.0,3,1472626800
0.1,388916237.0,13781,0.8,1067299083,SP500_50,657893257.0,3,1472713200
0.1,445953845.0,13782,0.8,1070536603,SP500_50,602032753.0,3,1472799600
0.1,387403514.0,13783,0.8,1080206985,SP500_50,664312840.0,3,1473145200
0.1,446254807.0,13784,0.8,1082827504,SP500_50,606240576.0,3,1473231600
0.1,446254807.0,13785,0.8,1080827496,SP500_50,605086618.0,3,1473318000
0.1,43.0,13786,0.8,1043879554,SP500_50,1030573490.0,3,1473404400
0.1,447507286.0,13787,0.8,1064764528,SP500_50,598261777.0,3,1473663600
0.1,447507286.0,13788,0.8,1043758928,SP500_50,587043644.0,3,1473750000
0.1,390255460.0,13789,0.8,1042572575,SP500_50,643753896.0,3,1473836400
0.1,447236237.0,13790,0.8,1053874353,SP500_50,593794301.0,3,1473922800
0.1,389050279.0,13791,0.8,1049356576,SP500_50,648316045.0,3,1474009200
0.1,389050279.0,13792,0.8,1042339422,SP500_50,647386679.0,3,1474268400
0.1,389050279.0,13793,0.8,1040251493,SP500_50,644156593.0,3,1474354800
0.1,448535371.0,13794,0.8,1053527601,SP500_50,594894676.0,3,1474441200
0.1,448535371.0,13795,0.8,1065332335,SP500_50,600767480.0,3,1474527600
0.1,389947388.0,13796,0.8,1069211375,SP500_50,661960115.0,3,1474614000
0.1,35.0,13797,0.8,1063416069,SP500_50,1047989735.0,3,1474873200
0.1,447762312.0,13798,0.8,1070483072,SP500_50,604962935.0,3,1474959600
0.1,447762312.0,13799,0.8,1053310639,SP500_50,591136530.0,3,1475046000
0.1,390088420.0,13800,0.8,1051038507,SP500_50,645857673.0,3,1475132400
0.1,390088420.0,13801,0.8,1047894241,SP500_50,644043403.0,3,1475218800
0.1,390088420.0,13802,0.8,1048860594,SP500_50,645859522.0,3,1475478000
0.1,390088420.0,13803,0.8,1031486091,SP500_50,633118413.0,3,1475564400
0.1,390088420.0,13804,0.8,1019506166,SP500_50,629626007.0,3,1475650800
0.1,390088420.0,13805,0.8,1018650713,SP500_50,628951849.0,3,1475737200
0.1,12681216.0,13806,0.8,1014612053,SP500_50,1005065672.0,3,1475823600
0.1,437028684.0,13807,0.8,1018774545,SP500_50,583078636.0,3,1476082800
0.1,431995076.0,13808,0.8,1016612725,SP500_50,588690867.0,3,1476169200
0.1,431995076.0,13809,0.8,1022367664,SP500_50,591482710.0,3,1476255600
0.1,370245217.0,13810,0.8,1022365588,SP500_50,653585899.0,3,1476342000
0.1,431703332.0,13811,0.8,1021032405,SP500_50,591512711.0,3,1476428400
0.1,369695349.0,13812,0.8,1022817574,SP500_50,653812854.0,3,1476687600
0.1,369695349.0,13813,0.8,1024735307,SP500_50,657772537.0,3,1476774000
0.1,2618342.0,13814,0.8,1026808354,SP500_50,1035533046.0,3,1476860400
0.1,29102.0,13815,0.8,1006423735,SP500_50,1018638538.0,3,1476946800
0.1,43588203.0,13816,0.8,983417658,SP500_50,943238039.0,3,1477033200
0.1,26544208.0,13817,0.8,975818837,SP500_50,954861901.0,3,1477292400
0.1,26544208.0,13818,0.8,970394838,SP500_50,950829993.0,3,1477378800
0.1,83380258.0,13819,0.8,964805355,SP500_50,898630940.0,3,1477465200
0.1,97906262.0,13820,0.8,981292551,SP500_50,894271264.0,3,1477551600
0.1,913873061.0,13821,0.8,978811198,SP500_50,86990610.0,3,1477638000
0.1,34919088.0,13822,0.8,978527627,SP500_50,969324422.0,3,1477897200
0.1,463989115.0,13823,0.8,968101252,SP500_50,544057685.0,3,1477983600
0.1,899835243.0,13824,0.8,955843035,SP500_50,85381163.0,3,1478070000
0.1,4908236.0,13713,0.8,1018382711,SP500_50,1000900242.0,4,1464246000
0.1,453825057.0,13714,0.8,1024659394,SP500_50,559121597.0,4,1464332400
0.1,439175411.0,13715,0.8,1029745370,SP500_50,576568778.0,4,1464678000
0.1,324369.0,13716,0.8,1019291209,SP500_50,1009203147.0,4,1464764400
0.1,410733916.0,13717,0.8,1024406187,SP500_50,602545642.0,4,1464850800
0.1,410733916.0,13718,0.8,1030384034,SP500_50,606540329.0,4,1464937200
