alpha,cash,dix,gamma,i_value,index,p_value,simrun,time
0.5,58676863.0,13735,0.8,1087108314,SP500_50,1051299594.0,3,1467097200
0.5,257624728.0,13736,0.8,1097902492,SP500_50,871772686.0,3,1467183600
0.5,271356832.0,13737,0.8,1114752955,SP500_50,874985119.0,3,1467270000
0.5,15679217.0,13738,0.8,1122212864,SP500_50,1148174074.0,3,1467356400
0.5,27.0,13739,0.8,1121765180,SP500_50,1146612950.0,3,1467702000
0.5,15537615.0,13740,0.8,1123289197,SP500_50,1153256220.0,3,1467788400
0.5,7.0,13741,0.8,1105408475,SP500_50,1184884945.0,3,1467874800
0.5,1217086243.0,13742,0.8,1116088988,SP500_50,0.0,3,1467961200
0.5,16.0,13743,0.8,1115187581,SP500_50,1209436323.0,3,1468220400
0.5,644064468.0,13744,0.8,1111746637,SP500_50,592116776.0,3,1468306800
0.5,770782.0,13745,0.8,1120130465,SP500_50,1240183691.0,3,1468393200
0.5,770782.0,13746,0.8,1121891963,SP500_50,1251078567.0,3,1468479600
0.5,331367439.0,13747,0.8,1123701818,SP500_50,921477070.0,3,1468566000
0.5,1225194656.0,13748,0.8,1123619804,SP500_50,14036335.0,3,1468825200
0.5,308343550.0,13749,0.8,1119551705,SP500_50,927686742.0,3,1468911600
0.5,580992.0,13750,0.8,1118640808,SP500_50,1238382906.0,3,1468998000
0.5,13037324.0,13751,0.8,1113738504,SP500_50,1233445760.0,3,1469084400
0.5,16.0,13752,0.8,1128510786,SP500_50,1263617203.0,3,1469170800
0.5,1239309877.0,13753,0.8,1123695593,SP500_50,13847384.0,3,1469430000
0.5,314592072.0,13754,0.8,1106978453,SP500_50,935288884.0,3,1469516400
0.5,152568323.0,13755,0.8,1114076012,SP500_50,1100797546.0,3,1469602800
0.5,152568323.0,13756,0.8,1106692447,SP500_50,1098949649.0,3,1469689200
0.5,14000752.0,13757,0.8,1121360091,SP500_50,1253507866.0,3,1469775600
0.5,12049071.0,13758,0.8,1110595685,SP500_50,1273019102.0,3,1470034800
0.5,12049071.0,13759,0.8,1104527478,SP500_50,1244778721.0,3,1470121200
0.5,627206.0,13760,0.8,1103604567,SP500_50,1258439136.0,3,1470207600
0.5,23.0,13761,0.8,1102816444,SP500_50,1239873891.0,3,1470294000
0.5,23.0,13762,0.8,1101063927,SP500_50,1247214916.0,3,1470380400
0.5,23.0,13763,0.8,1099003822,SP500_50,1267466021.0,3,1470639600
0.5,23.0,13764,0.8,1101480369,SP500_50,1269491132.0,3,1470726000
0.5,23.0,13765,0.8,1104435109,SP500_50,1272022520.0,3,1470812400
0.5,23.0,13766,0.8,1107220557,SP500_50,1269237993.0,3,1470898800
0.5,23.0,13767,0.8,1103129970,SP500_50,1258859302.0,3,1470985200
0.5,2542302.0,13768,0.8,1099569096,SP500_50,1245726202.0,3,1471244400
0.5,5685089.0,13769,0.8,1077165669,SP500_50,1229468529.0,3,1471330800
0.5,574256233.0,13770,0.8,1078753065,SP500_50,659184144.0,3,1471417200
0.5,31502752.0,13771,0.8,1070228001,SP500_50,1194974289.0,3,1471503600
0.5,494301787.0,13772,0.8,1061110056,SP500_50,721818851.0,3,1471590000
0.5,985719.0,13773,0.8,1060831049,SP500_50,1214141773.0,3,1471849200
0.5,61805242.0,13774,0.8,1061344080,SP500_50,1154123253.0,3,1471935600
0.5,29.0,13775,0.8,1061027447,SP500_50,1217006376.0,3,1472022000
0.5,550302221.0,13776,0.8,1065333170,SP500_50,670693087.0,3,1472108400
0.5,2555953.0,13777,0.8,1053900926,SP500_50,1212835425.0,3,1472194800
0.5,676119689.0,13778,0.8,1062064626,SP500_50,546752692.0,3,1472454000
0.5,563318295.0,13779,0.8,1058690373,SP500_50,658072726.0,3,1472540400
0.5,32739831.0,13780,0.8,1058410541,SP500_50,1193795487.0,3,1472626800
0.5,1072223984.0,13781,0.8,1061234303,SP500_50,156479781.0,3,1472713200
0.5,35799268.0,13782,0.8,1064453427,SP500_50,1192786018.0,3,1472799600
0.5,577484991.0,13783,0.8,1074068858,SP500_50,656232415.0,3,1473145200
0.5,1236385214.0,13784,0.8,1076674486,SP500_50,0.0,3,1473231600
0.5,41.0,13785,0.8,1074685843,SP500_50,1243042530.0,3,1473318000
0.5,14.0,13786,0.8,1037947853,SP500_50,1227868192.0,3,1473404400
0.5,41762389.0,13787,0.8,1058714151,SP500_50,1202651827.0,3,1473663600
0.5,88040125.0,13788,0.8,1037827912,SP500_50,1130379652.0,3,1473750000
0.5,242128.0,13789,0.8,1036648300,SP500_50,1219497663.0,3,1473836400
0.5,387.0,13790,0.8,1047885857,SP500_50,1231744246.0,3,1473922800
0.5,51.0,13791,0.8,1043393752,SP500_50,1220316275.0,3,1474009200
0.5,13363535.0,13792,0.8,1036416472,SP500_50,1218933625.0,3,1474268400
0.5,292936305.0,13793,0.8,1034340407,SP500_50,940525003.0,3,1474354800
0.5,63.0,13794,0.8,1047541076,SP500_50,1244235554.0,3,1474441200
0.5,681275383.0,13795,0.8,1059278731,SP500_50,575821312.0,3,1474527600
0.5,2417081.0,13796,0.8,1063135729,SP500_50,1257842047.0,3,1474614000
0.5,2417081.0,13797,0.8,1057373355,SP500_50,1252795999.0,3,1474873200
0.5,4727715.0,13798,0.8,1064400199,SP500_50,1268669178.0,3,1474959600
0.5,1256475094.0,13799,0.8,1047325347,SP500_50,0.0,3,1475046000
0.5,7611399.0,13800,0.8,1045066126,SP500_50,1250237789.0,3,1475132400
0.5,1624354.0,13801,0.8,1041939727,SP500_50,1250486866.0,3,1475218800
0.5,1624354.0,13802,0.8,1042900588,SP500_50,1255016804.0,3,1475478000
0.5,9588.0,13803,0.8,1025624814,SP500_50,1233084353.0,3,1475564400
0.5,37.0,13804,0.8,1013712963,SP500_50,1227846494.0,3,1475650800
0.5,285040094.0,13805,0.8,1012862371,SP500_50,940560494.0,3,1475737200
0.5,26447143.0,13806,0.8,1008846660,SP500_50,1222506153.0,3,1475823600
0.5,210861.0,13807,0.8,1012985499,SP500_50,1253727852.0,3,1476082800
0.5,39.0,13808,0.8,1010835964,SP500_50,1248887009.0,3,1476169200
0.5,300009883.0,13809,0.8,1016558201,SP500_50,956583962.0,3,1476255600
0.5,251059.0,13810,0.8,1016556137,SP500_50,1256849494.0,3,1476342000
0.5,298426022.0,13811,0.8,1015230530,SP500_50,955594198.0,3,1476428400
0.5,6606625.0,13812,0.8,1017005555,SP500_50,1247663491.0,3,1476687600
0.5,6836.0,13813,0.8,1018912390,SP500_50,1252497414.0,3,1476774000
0.5,36140891.0,13814,0.8,1020973657,SP500_50,1206543975.0,3,1476860400
0.5,401375.0,13815,0.8,1000704871,SP500_50,1221693414.0,3,1476946800
0.5,9513615.0,13816,0.8,977829522,SP500_50,1159718274.0,3,1477033200
0.5,31146121.0,13817,0.8,970273881,SP500_50,1131597272.0,3,1477292400
